,zipcode,income,state
21110,73543,32159,OK
21111,73546,12511,OK
21112,73547,19119,OK
21113,73548,8165,OK
21114,73549,4860,OK
21115,73550,33629,OK
21116,73552,25930,OK
21117,73554,46737,OK
21118,73557,12542,OK
21119,73559,5905,OK
21120,73560,12403,OK
21121,73562,11924,OK
21122,73564,7523,OK
21123,73565,11633,OK
21124,73566,28111,OK
21125,73567,15013,OK
21126,73568,14237,OK
21127,73569,5656,OK
21128,73570,15808,OK
21129,73572,65632,OK
21130,73573,34479,OK
21131,73601,209700,OK
21132,73620,21579,OK
21133,73622,4510,OK
21134,73624,26736,OK
21135,73625,7426,OK
21136,73626,25671,OK
21137,73627,11603,OK
21138,73628,36474,OK
21139,73632,64790,OK
21140,73639,12161,OK
21141,73641,10422,OK
21142,73644,280294,OK
21143,73645,19585,OK
21144,73646,11694,OK
21145,73647,12547,OK
21146,73650,20367,OK
21147,73651,59629,OK
21148,73654,22279,OK
21149,73655,12730,OK
21150,73658,7380,OK
21151,73660,7904,OK
21152,73661,6874,OK
21153,73662,81708,OK
21154,73663,37749,OK
21155,73664,17278,OK
21156,73666,5588,OK
21157,73667,13106,OK
21158,73669,42776,OK
21159,73673,4581,OK
21160,73701,369143,OK
21161,73703,882764,OK
21162,73705,4936,OK
21163,73716,9746,OK
21164,73717,173748,OK
21165,73718,10189,OK
21166,73720,7329,OK
21167,73722,13064,OK
21168,73724,28033,OK
21169,73726,11805,OK
21170,73727,6057,OK
21171,73728,66758,OK
21172,73729,15433,OK
21173,73730,13595,OK
21174,73734,25351,OK
21175,73735,19171,OK
21176,73736,11090,OK
21177,73737,79695,OK
21178,73738,21118,OK
21179,73739,7534,OK
21180,73741,13211,OK
21181,73742,101431,OK
21182,73744,9609,OK
21183,73747,6490,OK
21184,73749,7620,OK
21185,73750,246364,OK
21186,73753,13426,OK
21187,73754,25571,OK
21188,73755,13486,OK
21189,73756,13666,OK
21190,73759,35576,OK
21191,73760,10685,OK
21192,73761,13510,OK
21193,73762,107696,OK
21194,73763,43013,OK
21195,73766,24938,OK
21196,73768,41044,OK
21197,73771,7308,OK
21198,73772,109246,OK
21199,73773,37954,OK
21200,73801,321446,OK
21201,73832,25187,OK
21202,73834,32387,OK
21203,73835,5616,OK
21204,73838,9983,OK
21205,73840,12942,OK
21206,73841,9221,OK
21207,73842,10451,OK
21208,73843,12514,OK
21209,73844,5422,OK
21210,73848,42019,OK
21211,73852,45001,OK
21212,73853,12784,OK
21213,73857,17408,OK
21214,73858,38393,OK
21215,73859,31660,OK
21216,73860,28715,OK
21217,73931,10494,OK
21218,73932,44564,OK
21219,73933,27866,OK
21220,73938,12844,OK
21221,73939,24158,OK
21222,73942,319832,OK
21223,73944,6264,OK
21224,73945,64869,OK
21225,73947,8854,OK
21226,73949,30992,OK
21227,73950,33745,OK
21228,73951,18256,OK
21229,74001,5128,OK
21230,74002,37305,OK
21231,74003,250389,OK
21232,74006,924126,OK
21233,74008,1010533,OK
21234,74010,189756,OK
21235,74011,1097738,OK
21236,74012,1720917,OK
21237,74014,1109262,OK
21238,74015,220408,OK
21239,74016,100950,OK
21240,74017,632653,OK
21241,74019,533002,OK
21242,74020,161227,OK
21243,74021,545262,OK
21244,74022,35268,OK
21245,74023,224466,OK
21246,74026,19715,OK
21247,74027,15943,OK
21248,74028,32736,OK
21249,74029,96269,OK
21250,74030,67449,OK
21251,74032,44143,OK
21252,74033,294790,OK
21253,74035,52438,OK
21254,74036,173751,OK
21255,74037,851498,OK
21256,74038,34912,OK
21257,74039,71597,OK
21258,74041,62554,OK
21259,74042,7191,OK
21260,74044,159240,OK
21261,74045,6761,OK
21262,74047,163308,OK
21263,74048,108120,OK
21264,74050,8910,OK
21265,74051,40088,OK
21266,74052,17331,OK
21267,74053,130186,OK
21268,74054,7499,OK
21269,74055,1601199,OK
21270,74056,86274,OK
21271,74058,68165,OK
21272,74059,132063,OK
21273,74060,9299,OK
21274,74061,50299,OK
21275,74062,16260,OK
21276,74063,751006,OK
21277,74066,693798,OK
21278,74070,389386,OK
21279,74072,38040,OK
21280,74073,148496,OK
21281,74074,735719,OK
21282,74075,438616,OK
21283,74079,81112,OK
21284,74080,67149,OK
21285,74081,26181,OK
21286,74083,22023,OK
21287,74084,7563,OK
21288,74085,46589,OK
21289,74103,99926,OK
21290,74104,296327,OK
21291,74105,1300845,OK
21292,74106,169325,OK
21293,74107,324094,OK
21294,74108,111742,OK
21295,74110,130096,OK
21296,74112,372694,OK
21297,74114,1186881,OK
21298,74115,254985,OK
21299,74116,52070,OK
21300,74119,192071,OK
21301,74120,193707,OK
21302,74126,93737,OK
21303,74127,254145,OK
21304,74128,179096,OK
21305,74129,282742,OK
21306,74130,24165,OK
21307,74131,79413,OK
21308,74132,375037,OK
21309,74133,1670493,OK
21310,74134,490375,OK
21311,74135,601416,OK
21312,74136,1086706,OK
21313,74137,1704647,OK
21314,74145,369206,OK
21315,74146,187625,OK
21316,74301,180925,OK
21317,74330,60574,OK
21318,74331,150145,OK
21319,74332,32784,OK
21320,74333,17361,OK
21321,74337,88429,OK
21322,74338,71795,OK
21323,74339,27088,OK
21324,74340,14138,OK
21325,74342,27183,OK
21326,74343,52298,OK
21327,74344,284845,OK
21328,74346,122906,OK
21329,74347,49926,OK
21330,74349,19309,OK
21331,74350,13459,OK
21332,74352,116004,OK
21333,74354,279539,OK
21334,74358,4312,OK
21335,74359,6284,OK
21336,74361,309228,OK
21337,74363,41289,OK
21338,74364,24607,OK
21339,74365,72760,OK
21340,74366,17204,OK
21341,74367,7809,OK
21342,74369,30134,OK
21343,74370,54278,OK
21344,74401,235649,OK
21345,74403,556921,OK
21346,74421,89576,OK
21347,74422,12962,OK
21348,74423,16857,OK
21349,74425,18855,OK
21350,74426,145407,OK
21351,74427,28744,OK
21352,74428,15515,OK
21353,74429,383240,OK
21354,74430,10715,OK
21355,74431,11932,OK
21356,74432,166249,OK
21357,74434,208948,OK
21358,74435,55816,OK
21359,74436,95581,OK
21360,74437,145308,OK
21361,74441,84247,OK
21362,74442,12210,OK
21363,74445,58697,OK
21364,74446,14662,OK
21365,74447,237345,OK
21366,74450,34513,OK
21367,74451,72528,OK
21368,74452,9738,OK
21369,74454,60716,OK
21370,74455,39937,OK
21371,74456,7511,OK
21372,74457,7532,OK
21373,74460,7097,OK
21374,74462,118062,OK
21375,74464,447230,OK
21376,74467,237171,OK
21377,74469,45904,OK
21378,74470,23546,OK
21379,74471,19917,OK
21380,74472,8695,OK
21381,74477,16568,OK
21382,74501,496298,OK
21383,74522,6215,OK
21384,74523,91887,OK
21385,74525,146065,OK
21386,74531,12961,OK
21387,74533,14879,OK
21388,74536,29332,OK
21389,74538,68727,OK
21390,74543,4314,OK
21391,74546,11888,OK
21392,74547,51632,OK
21393,74552,13236,OK
21394,74553,22035,OK
21395,74554,30424,OK
21396,74555,12368,OK
21397,74556,5893,OK
21398,74557,6346,OK
21399,74558,4168,OK
21400,74560,8626,OK
21401,74561,33586,OK
21402,74562,12926,OK
21403,74563,29156,OK
21404,74565,14305,OK
21405,74569,11636,OK
21406,74570,22443,OK
21407,74571,58586,OK
21408,74572,11230,OK
21409,74574,12027,OK
21410,74578,85706,OK
21411,74601,291028,OK
21412,74604,412355,OK
21413,74630,7867,OK
21414,74631,118685,OK
21415,74632,10878,OK
21416,74633,9287,OK
21417,74637,26388,OK
21418,74640,5817,OK
21419,74641,15334,OK
21420,74643,11339,OK
21421,74644,6788,OK
21422,74647,69461,OK
21423,74650,9769,OK
21424,74651,12015,OK
21425,74652,14579,OK
21426,74653,64994,OK
21427,74701,423006,OK
21428,74720,5818,OK
21429,74723,19709,OK
21430,74724,4024,OK
21431,74726,36694,OK
21432,74727,30489,OK
21433,74728,178432,OK
21434,74729,51117,OK
21435,74730,86478,OK
21436,74731,18589,OK
21437,74733,45529,OK
21438,74734,11279,OK
21439,74735,27780,OK
21440,74736,14665,OK
21441,74738,7283,OK
21442,74740,28233,OK
21443,74741,13301,OK
21444,74743,122769,OK
21445,74745,144771,OK
21446,74748,9945,OK
21447,74750,3947,OK
21448,74754,4160,OK
21449,74756,11824,OK
21450,74759,16216,OK
21451,74760,3459,OK
21452,74764,59297,OK
21453,74766,19365,OK
21454,74801,364769,OK
21455,74804,466233,OK
21456,74820,624416,OK
21457,74824,20164,OK
21458,74825,35340,OK
21459,74826,17728,OK
21460,74827,6575,OK
21461,74829,5501,OK
21462,74830,3529,OK
21463,74831,13142,OK
21464,74832,17276,OK
21465,74833,9717,OK
21466,74834,148153,OK
21467,74839,8606,OK
21468,74840,36667,OK
21469,74842,7825,OK
21470,74843,6059,OK
21471,74844,6776,OK
21472,74845,6441,OK
21473,74848,96444,OK
21474,74849,46664,OK
21475,74850,3860,OK
21476,74851,185202,OK
21477,74852,25767,OK
21478,74854,26448,OK
21479,74855,91127,OK
21480,74856,15134,OK
21481,74857,232790,OK
21482,74859,87545,OK
21483,74860,25589,OK
21484,74864,100552,OK
21485,74865,30257,OK
21486,74867,11901,OK
21487,74868,175583,OK
21488,74869,12036,OK
21489,74871,44883,OK
21490,74872,63159,OK
21491,74873,197374,OK
21492,74875,18887,OK
21493,74878,24484,OK
21494,74880,24911,OK
21495,74881,83639,OK
21496,74883,36284,OK
21497,74884,81574,OK
21498,74901,19775,OK
21499,74902,74247,OK
21500,74930,26001,OK
21501,74931,13211,OK
21502,74932,32148,OK
21503,74936,13677,OK
21504,74937,69618,OK
21505,74939,6592,OK
21506,74940,33610,OK
21507,74941,33074,OK
21508,74944,12605,OK
21509,74945,6038,OK
21510,74948,179976,OK
21511,74949,4177,OK
21512,74951,22287,OK
21513,74953,213940,OK
21514,74954,84941,OK
21515,74955,240545,OK
21516,74956,25768,OK
21517,74957,14935,OK
21518,74959,93305,OK
21519,74960,162839,OK
21520,74962,92672,OK
21521,74963,6804,OK
21522,74964,31291,OK
21523,74965,67749,OK
21524,74966,61738,OK
21525,99999,2365768,OK
21526,0,126706640,OR
21527,97001,4233,OR
21528,97002,242472,OR
21529,97004,178923,OR
21530,97005,643290,OR
21531,97006,1518381,OR
21532,97007,2059182,OR
21533,97008,949375,OR
21534,97009,339424,OR
21535,97011,23329,OR
21536,97013,729647,OR
21537,97014,32705,OR
21538,97015,751032,OR
21539,97016,140393,OR
21540,97017,79357,OR
21541,97018,67431,OR
21542,97019,118758,OR
21543,97020,24629,OR
21544,97021,29467,OR
21545,97022,104656,OR
21546,97023,303085,OR
21547,97024,308027,OR
21548,97026,70964,OR
21549,97027,346767,OR
21550,97028,5515,OR
21551,97029,5863,OR
21552,97030,832753,OR
21553,97031,652150,OR
21554,97032,126342,OR
21555,97034,2133791,OR
21556,97035,1639556,OR
21557,97037,18012,OR
21558,97038,395763,OR
21559,97039,13891,OR
21560,97040,41566,OR
21561,97041,83344,OR
21562,97042,100422,OR
21563,97045,1879309,OR
21564,97048,156445,OR
21565,97049,40464,OR
21566,97050,6284,OR
21567,97051,410420,OR
21568,97053,115054,OR
21569,97054,33301,OR
21570,97055,565936,OR
21571,97056,405824,OR
21572,97058,482465,OR
21573,97060,549143,OR
21574,97062,1246959,OR
21575,97063,22156,OR
21576,97064,84851,OR
21577,97065,19170,OR
21578,97067,74238,OR
21579,97068,1903859,OR
21580,97070,1183794,OR
21581,97071,549522,OR
21582,97080,1237099,OR
21583,97086,1268206,OR
21584,97089,499677,OR
21585,97101,129523,OR
21586,97103,459810,OR
21587,97106,182194,OR
21588,97107,40769,OR
21589,97108,9690,OR
21590,97109,14762,OR
21591,97110,55631,OR
21592,97111,115792,OR
21593,97112,37764,OR
21594,97113,332158,OR
21595,97114,137845,OR
21596,97115,148016,OR
21597,97116,700397,OR
21598,97117,17184,OR
21599,97118,26935,OR
21600,97119,141056,OR
21601,97121,30538,OR
21602,97122,7703,OR
21603,97123,1418412,OR
21604,97124,1885962,OR
21605,97127,94610,OR
21606,97128,962835,OR
21607,97130,48234,OR
21608,97131,55886,OR
21609,97132,970251,OR
21610,97133,235438,OR
21611,97134,10392,OR
21612,97135,35438,OR
21613,97136,41364,OR
21614,97137,56422,OR
21615,97138,262822,OR
21616,97140,1143918,OR
21617,97141,308396,OR
21618,97146,173323,OR
21619,97147,7342,OR
21620,97148,118350,OR
21621,97149,20844,OR
21622,97201,1005222,OR
21623,97202,1681090,OR
21624,97203,763602,OR
21625,97204,119781,OR
21626,97205,436862,OR
21627,97206,1362723,OR
21628,97209,1067391,OR
21629,97210,973961,OR
21630,97211,1160377,OR
21631,97212,1515846,OR
21632,97213,1193738,OR
21633,97214,1066330,OR
21634,97215,751685,OR
21635,97216,364256,OR
21636,97217,1175755,OR
21637,97218,356748,OR
21638,97219,2166495,OR
21639,97220,646240,OR
21640,97221,1146061,OR
21641,97222,985836,OR
21642,97223,1818461,OR
21643,97224,1494066,OR
21644,97225,1571876,OR
21645,97227,161546,OR
21646,97229,4098312,OR
21647,97230,891374,OR
21648,97231,336424,OR
21649,97232,610753,OR
21650,97233,592055,OR
21651,97236,721100,OR
21652,97239,1314285,OR
21653,97266,631117,OR
21654,97267,989964,OR
21655,97301,821455,OR
21656,97302,1402050,OR
21657,97303,1023209,OR
21658,97304,1041818,OR
21659,97305,748920,OR
21660,97306,1020640,OR
21661,97317,584630,OR
21662,97321,971672,OR
21663,97322,729610,OR
21664,97324,21700,OR
21665,97325,178093,OR
21666,97326,17441,OR
21667,97327,85443,OR
21668,97330,1336390,OR
21669,97331,1154,OR
21670,97333,581069,OR
21671,97338,537539,OR
21672,97341,69635,OR
21673,97342,5116,OR
21674,97343,9387,OR
21675,97344,17654,OR
21676,97345,15656,OR
21677,97346,14256,OR
21678,97347,33403,OR
21679,97348,42124,OR
21680,97351,218439,OR
21681,97352,153913,OR
21682,97355,654485,OR
21683,97357,5257,OR
21684,97358,85080,OR
21685,97360,44886,OR
21686,97361,247939,OR
21687,97362,103702,OR
21688,97364,31202,OR
21689,97365,309367,OR
21690,97366,49374,OR
21691,97367,235069,OR
21692,97368,57789,OR
21693,97369,6687,OR
21694,97370,281485,OR
21695,97371,29251,OR
21696,97374,134862,OR
21697,97375,32595,OR
21698,97376,30722,OR
21699,97377,29914,OR
21700,97378,138135,OR
21701,97380,45364,OR
21702,97381,491758,OR
21703,97383,257789,OR
21704,97385,112880,OR
21705,97386,241028,OR
21706,97388,33149,OR
21707,97389,45909,OR
21708,97390,10971,OR
21709,97391,108504,OR
21710,97392,182627,OR
21711,97394,117282,OR
21712,97396,65022,OR
21713,97401,1217352,OR
21714,97402,1125046,OR
21715,97403,298908,OR
21716,97404,899251,OR
21717,97405,1921192,OR
21718,97408,660047,OR
21719,97410,13489,OR
21720,97411,162429,OR
21721,97412,8791,OR
21722,97413,20670,OR
21723,97415,352869,OR
21724,97416,13982,OR
21725,97417,35965,OR
21726,97419,34508,OR
21727,97420,550280,OR
21728,97423,142870,OR
21729,97424,375650,OR
21730,97426,267439,OR
21731,97429,13836,OR
21732,97430,6448,OR
21733,97431,51316,OR
21734,97434,11827,OR
21735,97435,40414,OR
21736,97436,22655,OR
21737,97437,72374,OR
21738,97438,37822,OR
21739,97439,342011,OR
21740,97441,3286,OR
21741,97442,29461,OR
21742,97443,53055,OR
21743,97444,116841,OR
21744,97446,128399,OR
21745,97447,12330,OR
21746,97448,322605,OR
21747,97449,35086,OR
21748,97450,15190,OR
21749,97451,8473,OR
21750,97452,36750,OR
21751,97453,18488,OR
21752,97454,44695,OR
21753,97455,105361,OR
21754,97456,85149,OR
21755,97457,165227,OR
21756,97458,83534,OR
21757,97459,351506,OR
21758,97461,16228,OR
21759,97462,80060,OR
21760,97463,57553,OR
21761,97465,34149,OR
21762,97466,11677,OR
21763,97467,91118,OR
21764,97469,40874,OR
21765,97470,425240,OR
21766,97471,774459,OR
21767,97473,4785,OR
21768,97476,5054,OR
21769,97477,716066,OR
21770,97478,872856,OR
21771,97479,183996,OR
21772,97480,3761,OR
21773,97481,13042,OR
21774,97484,4520,OR
21775,97486,19232,OR
21776,97487,214851,OR
21777,97488,29760,OR
21778,97489,46391,OR
21779,97490,5248,OR
21780,97492,7951,OR
21781,97493,12444,OR
21782,97495,68457,OR
21783,97496,126563,OR
21784,97497,16262,OR
21785,97498,42009,OR
21786,97499,27891,OR
21787,97501,917909,OR
21788,97502,731492,OR
21789,97503,210352,OR
21790,97504,1538440,OR
21791,97520,948911,OR
21792,97522,11714,OR
21793,97523,81022,OR
21794,97524,374755,OR
21795,97525,125786,OR
21796,97526,742170,OR
21797,97527,748170,OR
21798,97530,282051,OR
21799,97531,3210,OR
21800,97532,81370,OR
21801,97534,6398,OR
21802,97535,109342,OR
21803,97536,16382,OR
21804,97537,171914,OR
21805,97538,28111,OR
21806,97539,86183,OR
21807,97540,202869,OR
21808,97541,23445,OR
21809,97543,18636,OR
21810,97544,42363,OR
21811,97601,479220,OR
21812,97603,636697,OR
21813,97622,7632,OR
21814,97623,36981,OR
21815,97624,53733,OR
21816,97627,29924,OR
21817,97630,103506,OR
21818,97632,21293,OR
21819,97633,31811,OR
21820,97634,7499,OR
21821,97636,6729,OR
21822,97638,9944,OR
21823,97639,4338,OR
21824,97641,14728,OR
21825,97701,1127813,OR
21826,97702,1907958,OR
21827,97707,268604,OR
21828,97720,68271,OR
21829,97730,12064,OR
21830,97731,4222,OR
21831,97733,14584,OR
21832,97734,60570,OR
21833,97737,7732,OR
21834,97738,42488,OR
21835,97739,225144,OR
21836,97741,225539,OR
21837,97750,4536,OR
21838,97753,109322,OR
21839,97754,433094,OR
21840,97756,985780,OR
21841,97759,330440,OR
21842,97760,200574,OR
21843,97761,39703,OR
21844,97801,488605,OR
21845,97810,19335,OR
21846,97812,19737,OR
21847,97813,31353,OR
21848,97814,263151,OR
21849,97818,83207,OR
21850,97820,21319,OR
21851,97823,23051,OR
21852,97824,45705,OR
21853,97825,4438,OR
21854,97826,29572,OR
21855,97827,47716,OR
21856,97828,76926,OR
21857,97830,11527,OR
21858,97833,18119,OR
21859,97834,17959,OR
21860,97835,8556,OR
21861,97836,48429,OR
21862,97838,613109,OR
21863,97839,9664,OR
21864,97841,13944,OR
21865,97843,21479,OR
21866,97844,70980,OR
21867,97845,59404,OR
21868,97846,51816,OR
21869,97850,388023,OR
21870,97856,5530,OR
21871,97857,9952,OR
21872,97862,190357,OR
21873,97864,4253,OR
21874,97865,18006,OR
21875,97867,15196,OR
21876,97868,44485,OR
21877,97869,20836,OR
21878,97870,12468,OR
21879,97874,5085,OR
21880,97875,57241,OR
21881,97876,23836,OR
21882,97877,5152,OR
21883,97880,4309,OR
21884,97882,106093,OR
21885,97883,51762,OR
21886,97885,26865,OR
21887,97886,23038,OR
21888,97901,11270,OR
21889,97907,6478,OR
21890,97910,9454,OR
21891,97913,82626,OR
21892,97914,256792,OR
21893,97918,78660,OR
21894,99999,4506421,OR
21895,0,412540780,PA
21896,15001,879960,PA
21897,15003,236444,PA
21898,15004,7266,PA
21899,15005,355351,PA
21900,15006,8549,PA
21901,15007,10423,PA
21902,15009,559420,PA
21903,15010,716804,PA
21904,15012,455871,PA
21905,15014,61190,PA
21906,15015,99930,PA
21907,15017,655671,PA
21908,15018,17477,PA
21909,15019,43810,PA
21910,15020,5130,PA
21911,15021,191338,PA
21912,15022,228143,PA
21913,15024,298616,PA
21914,15025,542187,PA
21915,15026,142826,PA
21916,15027,57470,PA
21917,15030,18541,PA
21918,15031,11783,PA
21919,15033,76780,PA
21920,15034,34887,PA
21921,15035,42346,PA
21922,15037,314404,PA
21923,15038,7839,PA
21924,15042,258089,PA
21925,15043,59172,PA
21926,15044,1785610,PA
21927,15045,74852,PA
21928,15046,72531,PA
21929,15047,8944,PA
21930,15049,24724,PA
21931,15050,79433,PA
21932,15051,11649,PA
21933,15052,85923,PA
21934,15053,5025,PA
21935,15054,9876,PA
21936,15055,51333,PA
21937,15056,29686,PA
21938,15057,605336,PA
21939,15059,78722,PA
21940,15060,22859,PA
21941,15061,343060,PA
21942,15062,135031,PA
21943,15063,294673,PA
21944,15064,7976,PA
21945,15065,303685,PA
21946,15066,273226,PA
21947,15067,44542,PA
21948,15068,1004248,PA
21949,15071,403358,PA
21950,15074,192865,PA
21951,15075,4368,PA
21952,15076,18832,PA
21953,15078,9862,PA
21954,15081,11048,PA
21955,15082,7657,PA
21956,15083,21485,PA
21957,15084,222497,PA
21958,15085,243586,PA
21959,15086,30613,PA
21960,15088,10392,PA
21961,15089,166045,PA
21962,15090,1688427,PA
21963,15101,1186186,PA
21964,15102,1142963,PA
21965,15104,97249,PA
21966,15106,576051,PA
21967,15108,1616974,PA
21968,15110,59774,PA
21969,15112,51861,PA
21970,15116,558596,PA
21971,15120,416640,PA
21972,15122,487085,PA
21973,15126,244014,PA
21974,15129,377879,PA
21975,15131,228484,PA
21976,15132,275940,PA
21977,15133,145142,PA
21978,15135,148475,PA
21979,15136,606337,PA
21980,15137,224389,PA
21981,15139,303373,PA
21982,15140,44464,PA
21983,15142,392432,PA
21984,15143,1942718,PA
21985,15144,99652,PA
21986,15145,128079,PA
21987,15146,911733,PA
21988,15147,421935,PA
21989,15148,34731,PA
21990,15201,434210,PA
21991,15202,573383,PA
21992,15203,323968,PA
21993,15204,146632,PA
21994,15205,713561,PA
21995,15206,881065,PA
21996,15207,225332,PA
21997,15208,362865,PA
21998,15209,368499,PA
21999,15210,407610,PA
22000,15211,367758,PA
22001,15212,636170,PA
22002,15213,402377,PA
22003,15214,297001,PA
22004,15215,717327,PA
22005,15216,733942,PA
22006,15217,1678549,PA
22007,15218,447165,PA
22008,15219,225409,PA
22009,15220,621957,PA
22010,15221,742696,PA
22011,15222,419874,PA
22012,15223,171417,PA
22013,15224,248948,PA
22014,15225,25864,PA
22015,15226,358909,PA
22016,15227,789468,PA
22017,15228,1003759,PA
22018,15229,456288,PA
22019,15232,679206,PA
22020,15233,96967,PA
22021,15234,435986,PA
22022,15235,946673,PA
22023,15236,1020900,PA
22024,15237,1916711,PA
22025,15238,1347233,PA
22026,15239,705930,PA
22027,15241,1636682,PA
22028,15243,747147,PA
22029,15301,1464253,PA
22030,15310,4931,PA
22031,15311,43977,PA
22032,15312,106037,PA
22033,15313,9253,PA
22034,15314,85109,PA
22035,15315,12428,PA
22036,15316,4521,PA
22037,15317,2035440,PA
22038,15320,121617,PA
22039,15321,57217,PA
22040,15322,42825,PA
22041,15323,115680,PA
22042,15324,12246,PA
22043,15325,8425,PA
22044,15327,30474,PA
22045,15329,47645,PA
22046,15330,227013,PA
22047,15331,19608,PA
22048,15332,268668,PA
22049,15333,46855,PA
22050,15337,20796,PA
22051,15338,37613,PA
22052,15340,50038,PA
22053,15341,22502,PA
22054,15342,151368,PA
22055,15344,43116,PA
22056,15345,36926,PA
22057,15346,13710,PA
22058,15347,20322,PA
22059,15348,9181,PA
22060,15349,46600,PA
22061,15350,13815,PA
22062,15351,9871,PA
22063,15352,17733,PA
22064,15357,43189,PA
22065,15358,17615,PA
22066,15359,7084,PA
22067,15360,69018,PA
22068,15362,17104,PA
22069,15363,19284,PA
22070,15364,23800,PA
22071,15367,755028,PA
22072,15368,9043,PA
22073,15370,354069,PA
22074,15376,48101,PA
22075,15377,16109,PA
22076,15380,19489,PA
22077,15401,712086,PA
22078,15410,13116,PA
22079,15411,13718,PA
22080,15412,6221,PA
22081,15413,8073,PA
22082,15417,158190,PA
22083,15419,39218,PA
22084,15420,2847,PA
22085,15421,17476,PA
22086,15423,54664,PA
22087,15424,43612,PA
22088,15425,390098,PA
22089,15427,24930,PA
22090,15428,38660,PA
22091,15430,5948,PA
22092,15431,88882,PA
22093,15432,8673,PA
22094,15433,14901,PA
22095,15434,5110,PA
22096,15435,7664,PA
22097,15436,53589,PA
22098,15437,66824,PA
22099,15438,51610,PA
22100,15440,6212,PA
22101,15442,45884,PA
22102,15443,5150,PA
22103,15444,10429,PA
22104,15445,73842,PA
22105,15446,12608,PA
22106,15449,4211,PA
22107,15450,6308,PA
22108,15451,16054,PA
22109,15455,3838,PA
22110,15456,50701,PA
22111,15458,44708,PA
22112,15459,32461,PA
22113,15461,80179,PA
22114,15462,6401,PA
22115,15463,8253,PA
22116,15464,28447,PA
22117,15466,7648,PA
22118,15468,45857,PA
22119,15469,37111,PA
22120,15470,20808,PA
22121,15472,4933,PA
22122,15473,103530,PA
22123,15474,37149,PA
22124,15475,18125,PA
22125,15477,21327,PA
22126,15478,131510,PA
22127,15479,53160,PA
22128,15480,46639,PA
22129,15482,9460,PA
22130,15483,11857,PA
22131,15484,3703,PA
22132,15486,58692,PA
22133,15489,5531,PA
22134,15490,12639,PA
22135,15501,364309,PA
22136,15502,16551,PA
22137,15520,3876,PA
22138,15521,34501,PA
22139,15522,301092,PA
22140,15530,110396,PA
22141,15531,77297,PA
22142,15533,30111,PA
22143,15534,15730,PA
22144,15535,45660,PA
22145,15536,10494,PA
22146,15537,173139,PA
22147,15538,14384,PA
22148,15539,10697,PA
22149,15540,7439,PA
22150,15541,83971,PA
22151,15542,22604,PA
22152,15544,4148,PA
22153,15545,51796,PA
22154,15546,5784,PA
22155,15547,12375,PA
22156,15550,33048,PA
22157,15551,14665,PA
22158,15552,114966,PA
22159,15554,51208,PA
22160,15557,87210,PA
22161,15558,33300,PA
22162,15559,46147,PA
22163,15560,5319,PA
22164,15561,4748,PA
22165,15562,6375,PA
22166,15563,70407,PA
22167,15601,1878214,PA
22168,15610,106758,PA
22169,15611,9757,PA
22170,15612,8683,PA
22171,15613,371862,PA
22172,15615,6321,PA
22173,15617,7857,PA
22174,15618,60097,PA
22175,15620,15615,PA
22176,15622,67422,PA
22177,15623,20110,PA
22178,15624,9303,PA
22179,15626,174339,PA
22180,15627,139818,PA
22181,15628,11638,PA
22182,15629,11346,PA
22183,15631,15408,PA
22184,15632,440292,PA
22185,15633,4688,PA
22186,15634,10370,PA
22187,15635,5900,PA
22188,15636,173284,PA
22189,15637,43978,PA
22190,15638,4275,PA
22191,15639,50459,PA
22192,15640,6490,PA
22193,15641,10380,PA
22194,15642,1643350,PA
22195,15644,471252,PA
22196,15646,6640,PA
22197,15647,8040,PA
22198,15650,772278,PA
22199,15655,23027,PA
22200,15656,267586,PA
22201,15658,321432,PA
22202,15660,5178,PA
22203,15661,12312,PA
22204,15663,14307,PA
22205,15665,40211,PA
22206,15666,384331,PA
22207,15668,768244,PA
22208,15670,104888,PA
22209,15671,15229,PA
22210,15672,95221,PA
22211,15673,27599,PA
22212,15675,20578,PA
22213,15676,15596,PA
22214,15677,16753,PA
22215,15678,13354,PA
22216,15679,86588,PA
22217,15680,4762,PA
22218,15681,117128,PA
22219,15683,199202,PA
22220,15684,15139,PA
22221,15686,24363,PA
22222,15687,42201,PA
22223,15688,15299,PA
22224,15690,177634,PA
22225,15692,21005,PA
22226,15693,3599,PA
22227,15695,7382,PA
22228,15696,13324,PA
22229,15697,66792,PA
22230,15698,14762,PA
22231,15701,730646,PA
22232,15710,3886,PA
22233,15711,6620,PA
22234,15713,4098,PA
22235,15714,121005,PA
22236,15715,10637,PA
22237,15716,8945,PA
22238,15717,237780,PA
22239,15722,51207,PA
22240,15724,42569,PA
22241,15725,33559,PA
22242,15728,64826,PA
22243,15729,24688,PA
22244,15731,5907,PA
22245,15732,35707,PA
22246,15734,4809,PA
22247,15736,11961,PA
22248,15737,9910,PA
22249,15738,3536,PA
22250,15739,7187,PA
22251,15742,15611,PA
22252,15745,6971,PA
22253,15747,50684,PA
22254,15748,153362,PA
22255,15753,6520,PA
22256,15754,9798,PA
22257,15757,30936,PA
22258,15759,53810,PA
22259,15762,23588,PA
22260,15765,42586,PA
22261,15767,298270,PA
22262,15771,19025,PA
22263,15772,27097,PA
22264,15773,8274,PA
22265,15774,72993,PA
22266,15779,3568,PA
22267,15781,3867,PA
22268,15801,527933,PA
22269,15823,33956,PA
