,zipcode,income,state
4934,34434,155938,FL
4935,34436,132707,FL
4936,34442,447533,FL
4937,34446,372309,FL
4938,34448,194696,FL
4939,34449,52723,FL
4940,34450,213553,FL
4941,34452,200223,FL
4942,34453,193580,FL
4943,34461,260931,FL
4944,34465,372193,FL
4945,34470,317190,FL
4946,34471,810066,FL
4947,34472,463571,FL
4948,34473,305912,FL
4949,34474,322987,FL
4950,34475,150373,FL
4951,34476,548649,FL
4952,34479,230541,FL
4953,34480,561030,FL
4954,34481,520640,FL
4955,34482,412991,FL
4956,34484,171791,FL
4957,34488,144574,FL
4958,34491,626268,FL
4959,34498,12069,FL
4960,34601,397991,FL
4961,34602,176105,FL
4962,34604,245441,FL
4963,34606,485023,FL
4964,34607,230133,FL
4965,34608,539720,FL
4966,34609,895297,FL
4967,34610,276068,FL
4968,34613,391893,FL
4969,34614,141250,FL
4970,34637,259430,FL
4971,34638,814398,FL
4972,34639,878053,FL
4973,34652,499472,FL
4974,34653,524299,FL
4975,34654,509904,FL
4976,34655,1397923,FL
4977,34661,5771,FL
4978,34667,636853,FL
4979,34668,649711,FL
4980,34669,271730,FL
4981,34677,821095,FL
4982,34679,4665,FL
4983,34681,89014,FL
4984,34683,1268657,FL
4985,34684,846836,FL
4986,34685,843691,FL
4987,34688,518041,FL
4988,34689,741642,FL
4989,34690,198682,FL
4990,34691,363018,FL
4991,34695,760899,FL
4992,34698,1163622,FL
4993,34705,51136,FL
4994,34711,1771107,FL
4995,34714,398980,FL
4996,34715,455717,FL
4997,34731,232303,FL
4998,34734,172067,FL
4999,34736,469620,FL
5000,34737,114797,FL
5001,34739,14955,FL
5002,34741,678457,FL
5003,34743,569599,FL
5004,34744,1019944,FL
5005,34746,854856,FL
5006,34747,770124,FL
5007,34748,916968,FL
5008,34753,87876,FL
5009,34756,160081,FL
5010,34758,564663,FL
5011,34759,651864,FL
5012,34760,38314,FL
5013,34761,1078442,FL
5014,34762,16206,FL
5015,34769,450458,FL
5016,34771,572711,FL
5017,34772,655102,FL
5018,34773,97509,FL
5019,34785,214806,FL
5020,34786,2715939,FL
5021,34787,2146305,FL
5022,34788,353240,FL
5023,34797,53697,FL
5024,34945,112724,FL
5025,34946,115865,FL
5026,34947,142719,FL
5027,34949,381167,FL
5028,34950,178107,FL
5029,34951,301970,FL
5030,34952,900830,FL
5031,34953,1419090,FL
5032,34956,114500,FL
5033,34957,846047,FL
5034,34972,263661,FL
5035,34974,467742,FL
5036,34981,94550,FL
5037,34982,460044,FL
5038,34983,824512,FL
5039,34984,385579,FL
5040,34986,950324,FL
5041,34987,372559,FL
5042,34990,1601819,FL
5043,34994,448280,FL
5044,34996,1183626,FL
5045,34997,1512921,FL
5046,99999,10339964,FL
5047,0,277375543,GA
5048,30002,265165,GA
5049,30004,3791576,GA
5050,30005,2067324,GA
5051,30008,496644,GA
5052,30009,936732,GA
5053,30011,366087,GA
5054,30012,465293,GA
5055,30013,569140,GA
5056,30014,756449,GA
5057,30016,943976,GA
5058,30017,733487,GA
5059,30019,1480457,GA
5060,30021,300591,GA
5061,30022,3860337,GA
5062,30024,3486211,GA
5063,30025,254213,GA
5064,30028,898043,GA
5065,30030,1503339,GA
5066,30032,636699,GA
5067,30033,1257666,GA
5068,30034,757720,GA
5069,30035,312798,GA
5070,30038,730860,GA
5071,30039,1007856,GA
5072,30040,2833587,GA
5073,30041,3168358,GA
5074,30043,2288094,GA
5075,30044,1711933,GA
5076,30045,916192,GA
5077,30046,677909,GA
5078,30047,1708429,GA
5079,30052,1659485,GA
5080,30054,293377,GA
5081,30055,85939,GA
5082,30056,59102,GA
5083,30058,889983,GA
5084,30060,651871,GA
5085,30062,3015415,GA
5086,30064,2208899,GA
5087,30066,2207629,GA
5088,30067,1940750,GA
5089,30068,2213716,GA
5090,30070,8561,GA
5091,30071,458237,GA
5092,30072,30055,GA
5093,30075,3407315,GA
5094,30076,1810940,GA
5095,30078,1077663,GA
5096,30079,59427,GA
5097,30080,1913848,GA
5098,30082,1052547,GA
5099,30083,788412,GA
5100,30084,1009549,GA
5101,30087,1136056,GA
5102,30088,422903,GA
5103,30092,1414310,GA
5104,30093,656541,GA
5105,30094,771394,GA
5106,30096,1681513,GA
5107,30097,3067413,GA
5108,30101,2110640,GA
5109,30102,1035986,GA
5110,30103,297754,GA
5111,30104,82276,GA
5112,30105,64610,GA
5113,30106,379650,GA
5114,30107,450947,GA
5115,30108,145373,GA
5116,30110,284440,GA
5117,30113,105869,GA
5118,30114,1619647,GA
5119,30115,1706492,GA
5120,30116,558218,GA
5121,30117,693903,GA
5122,30120,977060,GA
5123,30121,488910,GA
5124,30122,431186,GA
5125,30124,60267,GA
5126,30125,382542,GA
5127,30126,1253005,GA
5128,30127,1904462,GA
5129,30132,987462,GA
5130,30134,837505,GA
5131,30135,1603299,GA
5132,30137,34501,GA
5133,30139,79170,GA
5134,30141,521459,GA
5135,30143,717581,GA
5136,30144,1347873,GA
5137,30145,184604,GA
5138,30147,81058,GA
5139,30148,17278,GA
5140,30149,6468,GA
5141,30152,1876689,GA
5142,30153,328578,GA
5143,30157,1084265,GA
5144,30161,728645,GA
5145,30164,10443,GA
5146,30165,854809,GA
5147,30168,372141,GA
5148,30170,64257,GA
5149,30171,82765,GA
5150,30173,128197,GA
5151,30175,131060,GA
5152,30176,113068,GA
5153,30177,12678,GA
5154,30178,91738,GA
5155,30179,341416,GA
5156,30180,859420,GA
5157,30182,51809,GA
5158,30183,176491,GA
5159,30184,223769,GA
5160,30185,91423,GA
5161,30187,257833,GA
5162,30188,2191870,GA
5163,30189,1335105,GA
5164,30204,208583,GA
5165,30205,158522,GA
5166,30206,68420,GA
5167,30213,730098,GA
5168,30214,959518,GA
5169,30215,1520803,GA
5170,30216,29369,GA
5171,30217,156511,GA
5172,30218,39691,GA
5173,30220,101991,GA
5174,30222,75607,GA
5175,30223,585977,GA
5176,30224,559855,GA
5177,30228,880022,GA
5178,30230,148553,GA
5179,30233,475494,GA
5180,30234,39406,GA
5181,30236,959487,GA
5182,30238,575840,GA
5183,30240,690725,GA
5184,30241,441890,GA
5185,30248,649557,GA
5186,30250,7856,GA
5187,30251,40824,GA
5188,30252,1295124,GA
5189,30253,1428584,GA
5190,30256,55847,GA
5191,30257,89264,GA
5192,30258,44873,GA
5193,30259,100813,GA
5194,30260,346456,GA
5195,30263,1457759,GA
5196,30265,1227783,GA
5197,30268,251930,GA
5198,30269,1830324,GA
5199,30273,288657,GA
5200,30274,431308,GA
5201,30276,511794,GA
5202,30277,768900,GA
5203,30281,1471589,GA
5204,30284,6573,GA
5205,30285,14669,GA
5206,30286,393472,GA
5207,30288,125678,GA
5208,30290,386036,GA
5209,30291,326076,GA
5210,30292,152417,GA
5211,30293,47188,GA
5212,30294,810361,GA
5213,30295,107311,GA
5214,30296,442293,GA
5215,30297,286556,GA
5216,30303,100818,GA
5217,30305,3517211,GA
5218,30306,2116868,GA
5219,30307,1527691,GA
5220,30308,889258,GA
5221,30309,2444412,GA
5222,30310,332262,GA
5223,30311,451730,GA
5224,30312,713795,GA
5225,30313,119375,GA
5226,30314,157575,GA
5227,30315,402064,GA
5228,30316,963472,GA
5229,30317,484406,GA
5230,30318,1537381,GA
5231,30319,3429910,GA
5232,30324,1424162,GA
5233,30326,727880,GA
5234,30327,4822417,GA
5235,30328,2506870,GA
5236,30329,898468,GA
5237,30331,1080920,GA
5238,30336,36505,GA
5239,30337,197496,GA
5240,30338,2162421,GA
5241,30339,1855937,GA
5242,30340,558991,GA
5243,30341,958877,GA
5244,30342,2545086,GA
5245,30344,514924,GA
5246,30345,1262564,GA
5247,30346,243346,GA
5248,30349,1281286,GA
5249,30350,1864953,GA
5250,30354,202113,GA
5251,30360,415450,GA
5252,30363,141157,GA
5253,30401,192609,GA
5254,30410,27522,GA
5255,30411,34432,GA
5256,30413,24312,GA
5257,30415,152830,GA
5258,30417,163017,GA
5259,30420,26401,GA
5260,30421,47045,GA
5261,30423,3297,GA
5262,30425,20634,GA
5263,30426,15774,GA
5264,30427,174036,GA
5265,30428,30250,GA
5266,30429,13090,GA
5267,30434,80215,GA
5268,30436,188801,GA
5269,30439,145317,GA
5270,30441,29822,GA
5271,30442,105687,GA
5272,30445,37963,GA
5273,30446,23179,GA
5274,30450,35249,GA
5275,30452,30413,GA
5276,30453,100091,GA
5277,30454,11100,GA
5278,30455,9413,GA
5279,30456,28106,GA
5280,30457,82719,GA
5281,30458,598007,GA
5282,30461,337768,GA
5283,30464,5165,GA
5284,30467,199472,GA
5285,30470,16908,GA
5286,30471,58878,GA
5287,30473,41714,GA
5288,30474,290502,GA
5289,30475,44152,GA
5290,30477,46663,GA
5291,30501,563013,GA
5292,30504,605511,GA
5293,30506,1538078,GA
5294,30507,475812,GA
5295,30510,108653,GA
5296,30511,68694,GA
5297,30512,414612,GA
5298,30513,261694,GA
5299,30516,32453,GA
5300,30517,629807,GA
5301,30518,1435597,GA
5302,30519,1427702,GA
5303,30520,69929,GA
5304,30521,90774,GA
5305,30522,29710,GA
5306,30523,314673,GA
5307,30525,181507,GA
5308,30527,119088,GA
5309,30528,449399,GA
5310,30529,214810,GA
5311,30530,115867,GA
5312,30531,216676,GA
5313,30533,533859,GA
5314,30534,825849,GA
5315,30535,147854,GA
5316,30536,170760,GA
5317,30537,30341,GA
5318,30538,48479,GA
5319,30540,373156,GA
5320,30541,39940,GA
5321,30542,1097344,GA
5322,30543,80481,GA
5323,30545,24600,GA
5324,30546,176885,GA
5325,30547,66035,GA
5326,30548,701668,GA
5327,30549,660172,GA
5328,30552,44429,GA
5329,30553,163620,GA
5330,30554,158801,GA
5331,30555,39665,GA
5332,30557,89836,GA
5333,30558,100589,GA
5334,30559,88055,GA
5335,30560,99929,GA
5336,30562,8782,GA
5337,30563,106765,GA
5338,30564,110515,GA
5339,30565,91930,GA
5340,30566,197485,GA
5341,30567,80907,GA
5342,30568,38835,GA
5343,30571,82769,GA
5344,30572,22461,GA
5345,30573,6886,GA
5346,30575,30228,GA
5347,30576,63969,GA
5348,30577,381923,GA
5349,30582,104152,GA
5350,30601,255766,GA
5351,30605,696494,GA
5352,30606,1301810,GA
5353,30607,223055,GA
5354,30619,37788,GA
5355,30620,310160,GA
5356,30621,242378,GA
5357,30622,336028,GA
5358,30623,8467,GA
5359,30624,40272,GA
5360,30625,69115,GA
5361,30627,34598,GA
5362,30628,136692,GA
5363,30629,82309,GA
5364,30630,41499,GA
5365,30631,21211,GA
5366,30633,156695,GA
5367,30634,38265,GA
5368,30635,264777,GA
5369,30641,47179,GA
5370,30642,615823,GA
5371,30643,332508,GA
5372,30646,145251,GA
5373,30648,48761,GA
5374,30650,335200,GA
5375,30655,597768,GA
5376,30656,420571,GA
5377,30660,14664,GA
5378,30662,136258,GA
5379,30663,75396,GA
5380,30665,2442,GA
5381,30666,285156,GA
5382,30667,17112,GA
5383,30668,29494,GA
5384,30669,40471,GA
5385,30673,128995,GA
5386,30677,828736,GA
5387,30678,26417,GA
5388,30680,881871,GA
5389,30683,156938,GA
5390,30701,742946,GA
5391,30705,522304,GA
5392,30707,300994,GA
5393,30708,5267,GA
5394,30710,140864,GA
5395,30711,53097,GA
5396,30720,824180,GA
5397,30721,775780,GA
5398,30725,95953,GA
5399,30728,289483,GA
5400,30730,27725,GA
5401,30731,40886,GA
5402,30733,29974,GA
5403,30734,56940,GA
5404,30735,95404,GA
5405,30736,1004401,GA
5406,30738,76418,GA
5407,30739,123985,GA
5408,30740,261487,GA
5409,30741,400189,GA
5410,30742,117195,GA
5411,30746,29037,GA
5412,30747,230520,GA
5413,30750,135812,GA
5414,30752,158956,GA
5415,30753,97255,GA
5416,30755,168177,GA
5417,30757,30970,GA
5418,30802,205588,GA
5419,30803,13762,GA
5420,30805,43841,GA
5421,30808,73795,GA
5422,30809,1879887,GA
5423,30810,30026,GA
5424,30813,980504,GA
5425,30814,185170,GA
5426,30815,709500,GA
5427,30816,31532,GA
5428,30817,151689,GA
5429,30818,11343,GA
5430,30820,20336,GA
5431,30821,12582,GA
5432,30823,28128,GA
5433,30824,315904,GA
5434,30828,59094,GA
5435,30830,261036,GA
5436,30833,63765,GA
5437,30901,159090,GA
5438,30903,23921,GA
5439,30904,485723,GA
5440,30905,70157,GA
5441,30906,756600,GA
5442,30907,1608885,GA
5443,30909,1191581,GA
5444,31001,30929,GA
5445,31002,44294,GA
5446,31005,531336,GA
5447,31006,69887,GA
5448,31007,10408,GA
5449,31008,463703,GA
5450,31009,20496,GA
5451,31011,13007,GA
5452,31012,20531,GA
5453,31014,224393,GA
5454,31015,282198,GA
5455,31016,30872,GA
5456,31017,36898,GA
5457,31018,17804,GA
5458,31019,46449,GA
5459,31020,32136,GA
5460,31021,538537,GA
5461,31022,33861,GA
5462,31023,205258,GA
5463,31024,501125,GA
5464,31025,36406,GA
5465,31027,128683,GA
5466,31028,161985,GA
5467,31029,366328,GA
5468,31030,274116,GA
5469,31031,99471,GA
5470,31032,346474,GA
5471,31033,41530,GA
5472,31035,19084,GA
5473,31036,188100,GA
5474,31037,32341,GA
5475,31038,15825,GA
5476,31041,8793,GA
5477,31042,29767,GA
5478,31044,45282,GA
5479,31046,96718,GA
5480,31047,454893,GA
5481,31049,26632,GA
5482,31050,11841,GA
5483,31052,227380,GA
5484,31054,26821,GA
5485,31055,70917,GA
5486,31057,25327,GA
5487,31058,21520,GA
5488,31060,22125,GA
5489,31061,689823,GA
5490,31063,73669,GA
5491,31064,188831,GA
5492,31065,19756,GA
5493,31066,24464,GA
5494,31068,40561,GA
5495,31069,482894,GA
5496,31070,12801,GA
5497,31071,18593,GA
5498,31072,18233,GA
5499,31075,43392,GA
5500,31076,54361,GA
5501,31077,16969,GA
5502,31078,50797,GA
5503,31079,41917,GA
5504,31082,223728,GA
5505,31085,15842,GA
5506,31087,118999,GA
5507,31088,1345070,GA
5508,31089,71720,GA
5509,31090,14955,GA
5510,31091,36410,GA
5511,31092,91859,GA
5512,31093,433752,GA
5513,31094,19228,GA
5514,31096,83743,GA
5515,31097,24398,GA
5516,31098,46484,GA
5517,31201,113234,GA
5518,31204,454687,GA
5519,31206,239157,GA
5520,31210,1310869,GA
5521,31211,282274,GA
5522,31216,363147,GA
5523,31217,215408,GA
5524,31220,417091,GA
5525,31301,55461,GA
5526,31302,166366,GA
5527,31303,46225,GA
5528,31304,4642,GA
5529,31305,93584,GA
5530,31307,20363,GA
5531,31308,149795,GA
5532,31309,16576,GA
5533,31312,524293,GA
5534,31313,599118,GA
5535,31314,22258,GA
5536,31315,95214,GA
5537,31316,173429,GA
5538,31318,9961,GA
5539,31320,198186,GA
5540,31321,128094,GA
5541,31322,767366,GA
5542,31323,29018,GA
5543,31324,911815,GA
5544,31326,550615,GA
5545,31328,139137,GA
5546,31329,183124,GA
5547,31331,109515,GA
5548,31401,456686,GA
5549,31404,446586,GA
5550,31405,860802,GA
5551,31406,957757,GA
5552,31407,380285,GA
5553,31408,124503,GA
5554,31409,15383,GA
5555,31410,1031331,GA
5556,31411,803366,GA
5557,31415,115597,GA
5558,31419,1145551,GA
5559,31501,220479,GA
5560,31503,319024,GA
5561,31510,155457,GA
5562,31512,32115,GA
5563,31513,253295,GA
5564,31516,295315,GA
5565,31518,12113,GA
5566,31519,57963,GA
5567,31520,278045,GA
5568,31522,905459,GA
5569,31523,361882,GA
5570,31525,551650,GA
5571,31527,38069,GA
5572,31532,9549,GA
5573,31533,212629,GA
5574,31535,193114,GA
5575,31537,123836,GA
5576,31539,201019,GA
5577,31542,43200,GA
5578,31543,64940,GA
5579,31544,8171,GA
5580,31545,232090,GA
5581,31546,110617,GA
5582,31547,12893,GA
5583,31548,418948,GA
5584,31549,20209,GA
5585,31550,13064,GA
5586,31551,13944,GA
5587,31552,19377,GA
5588,31553,75840,GA
5589,31554,70560,GA
5590,31555,57788,GA
5591,31557,54876,GA
5592,31558,460919,GA
5593,31560,45079,GA
5594,31561,77791,GA
5595,31562,21942,GA
5596,31563,22450,GA
5597,31565,49795,GA
5598,31566,44561,GA
5599,31567,11746,GA
5600,31568,21039,GA
5601,31569,120380,GA
5602,31601,364149,GA
5603,31602,685616,GA
5604,31605,516446,GA
5605,31606,68032,GA
5606,31620,173025,GA
5607,31622,31266,GA
5608,31624,17152,GA
5609,31625,18454,GA
5610,31626,56090,GA
5611,31627,2831,GA
5612,31629,14882,GA
5613,31630,6455,GA
5614,31631,5859,GA
5615,31632,304020,GA
5616,31634,85076,GA
5617,31635,86108,GA
5618,31636,200493,GA
5619,31637,40851,GA
5620,31638,12161,GA
5621,31639,179744,GA
5622,31641,35972,GA
5623,31642,55751,GA
5624,31643,130096,GA
5625,31645,63377,GA
5626,31647,39662,GA
5627,31648,10694,GA
5628,31649,9839,GA
5629,31650,39339,GA
5630,31701,211011,GA
5631,31705,330365,GA
5632,31707,418648,GA
5633,31709,266753,GA
5634,31711,12304,GA
5635,31712,16698,GA
5636,31714,82960,GA
5637,31716,44154,GA
5638,31719,117390,GA
5639,31720,6219,GA
5640,31721,650909,GA
5641,31722,6153,GA
5642,31730,154234,GA
5643,31733,40879,GA
5644,31735,19350,GA
5645,31738,43375,GA
5646,31743,6639,GA
5647,31744,53516,GA
5648,31747,3280,GA
5649,31749,30019,GA
5650,31750,277812,GA
5651,31756,16815,GA
5652,31757,224457,GA
5653,31763,664044,GA
5654,31764,21033,GA
5655,31765,37186,GA
5656,31768,323932,GA
5657,31771,81599,GA
5658,31772,7310,GA
5659,31773,71440,GA
5660,31774,87287,GA
5661,31775,39932,GA
5662,31778,41699,GA
5663,31779,106710,GA
5664,31780,27517,GA
5665,31781,23089,GA
5666,31783,17523,GA
5667,31784,11041,GA
5668,31787,25518,GA
5669,31788,147168,GA
5670,31789,24162,GA
5671,31790,29953,GA
5672,31791,205998,GA
5673,31792,520943,GA
5674,31793,239312,GA
5675,31794,447936,GA
5676,31795,34637,GA
5677,31796,20525,GA
5678,31798,21568,GA
5679,31801,54231,GA
5680,31803,72900,GA
5681,31804,187695,GA
5682,31805,41081,GA
5683,31806,71020,GA
5684,31807,83117,GA
5685,31808,302549,GA
5686,31811,172966,GA
5687,31812,7117,GA
5688,31815,25586,GA
5689,31816,87021,GA
5690,31820,438494,GA
5691,31822,148159,GA
5692,31823,15434,GA
5693,31824,22160,GA
5694,31825,29148,GA
5695,31826,34927,GA
5696,31827,25761,GA
5697,31829,52102,GA
5698,31830,37967,GA
5699,31831,87299,GA
5700,31833,144871,GA
5701,31836,15240,GA
5702,31901,113829,GA
5703,31903,157698,GA
5704,31904,1022561,GA
5705,31905,167808,GA
5706,31906,468881,GA
5707,31907,847761,GA
5708,31909,880683,GA
5709,39813,27739,GA
5710,39815,20211,GA
5711,39817,132793,GA
5712,39819,188418,GA
5713,39823,131202,GA
5714,39824,6074,GA
5715,39825,22500,GA
5716,39826,10105,GA
5717,39827,62952,GA
5718,39828,229288,GA
5719,39834,39484,GA
5720,39836,6310,GA
5721,39837,96888,GA
5722,39840,62922,GA
5723,39841,11571,GA
5724,39842,124486,GA
5725,39845,126083,GA
5726,39846,28523,GA
5727,39851,25334,GA
5728,39854,29868,GA
5729,39859,21310,GA
5730,39861,13710,GA
5731,39862,20917,GA
5732,39866,9036,GA
5733,39867,5316,GA
5734,39870,31963,GA
5735,39877,7376,GA
5736,39885,6238,GA
5737,39886,23258,GA
5738,39897,59466,GA
5739,99999,3804005,GA
5740,0,43977916,HI
5741,96701,1504869,HI
5742,96703,54178,HI
5743,96704,122538,HI
5744,96705,69460,HI
5745,96706,1946234,HI
5746,96707,1375162,HI
5747,96708,231579,HI
5748,96710,12991,HI
5749,96712,240070,HI
5750,96713,33375,HI
5751,96714,66684,HI
5752,96716,58918,HI
5753,96717,101302,HI
5754,96719,43840,HI
5755,96720,1242024,HI
5756,96722,98495,HI
5757,96725,93723,HI
5758,96726,21258,HI
5759,96727,113827,HI
5760,96728,14258,HI
5761,96729,15410,HI
5762,96730,50310,HI
5763,96731,74003,HI
5764,96732,599661,HI
5765,96734,2021030,HI
5766,96737,31146,HI
5767,96738,224428,HI
5768,96740,879154,HI
5769,96741,173766,HI
5770,96743,502907,HI
5771,96744,2031544,HI
5772,96746,490666,HI
5773,96747,15809,HI
5774,96748,86763,HI
5775,96749,291373,HI
5776,96750,131244,HI
5777,96751,10665,HI
5778,96752,68547,HI
5779,96753,861171,HI
5780,96754,175915,HI
5781,96755,90366,HI
5782,96756,181536,HI
5783,96757,12210,HI
5784,96759,9396,HI
5785,96760,56948,HI
5786,96761,687410,HI
5787,96762,103720,HI
5788,96763,82255,HI
5789,96764,18731,HI
5790,96765,63537,HI
5791,96766,508591,HI
5792,96768,504486,HI
5793,96769,10599,HI
5794,96770,8786,HI
5795,96771,59423,HI
5796,96772,35954,HI
5797,96773,8110,HI
5798,96776,26982,HI
5799,96777,23441,HI
5800,96778,198557,HI
5801,96779,140238,HI
5802,96780,9864,HI
5803,96781,38175,HI
5804,96782,1115982,HI
5805,96783,47203,HI
5806,96785,56559,HI
5807,96786,792983,HI
5808,96789,2014856,HI
5809,96790,325955,HI
5810,96791,202466,HI
5811,96792,867617,HI
5812,96793,918318,HI
5813,96795,229206,HI
5814,96796,59328,HI
5815,96797,1954822,HI
5816,96813,1120360,HI
5817,96814,924398,HI
5818,96815,1090221,HI
5819,96816,2480648,HI
5820,96817,1576497,HI
5821,96818,1296258,HI
5822,96819,1138068,HI
5823,96821,1369110,HI
5824,96822,1655537,HI
5825,96825,1617683,HI
5826,96826,792717,HI
5827,96853,7213,HI
5828,96857,24730,HI
5829,96859,3424,HI
5830,96860,35506,HI
5831,96863,34794,HI
5832,99999,1165845,HI
5833,0,43666243,ID
5834,83201,781575,ID
5835,83202,430989,ID
5836,83203,17608,ID
5837,83204,378510,ID
5838,83210,56560,ID
5839,83211,129172,ID
5840,83213,24538,ID
5841,83214,11694,ID
5842,83217,13503,ID
5843,83218,4913,ID
5844,83221,526309,ID
5845,83223,5578,ID
5846,83226,52654,ID
5847,83228,9374,ID
5848,83232,8450,ID
5849,83234,19768,ID
5850,83236,51777,ID
5851,83237,28834,ID
5852,83239,10604,ID
5853,83241,39481,ID
5854,83244,5795,ID
5855,83245,56510,ID
5856,83246,25353,ID
5857,83250,32043,ID
5858,83251,23450,ID
5859,83252,80421,ID
5860,83254,70187,ID
5861,83255,18322,ID
5862,83261,10471,ID
5863,83262,26898,ID
5864,83263,185675,ID
5865,83271,9461,ID
5866,83272,4189,ID
5867,83274,220789,ID
5868,83276,108566,ID
5869,83278,8443,ID
5870,83286,25961,ID
5871,83287,6794,ID
5872,83301,1195647,ID
5873,83311,14073,ID
5874,83313,90309,ID
5875,83314,14688,ID
5876,83316,188591,ID
5877,83318,362105,ID
5878,83320,20763,ID
5879,83321,8317,ID
5880,83323,51396,ID
5881,83324,9251,ID
5882,83325,19838,ID
5883,83327,22115,ID
5884,83328,125319,ID
5885,83330,125161,ID
5886,83332,48042,ID
5887,83333,431282,ID
5888,83334,42240,ID
5889,83335,35705,ID
5890,83336,95185,ID
5891,83338,378562,ID
5892,83340,502302,ID
5893,83341,208049,ID
5894,83342,17269,ID
5895,83344,24547,ID
5896,83346,29365,ID
5897,83347,74160,ID
5898,83349,16026,ID
5899,83350,252382,ID
5900,83352,56855,ID
5901,83353,189395,ID
5902,83355,89853,ID
5903,83401,868399,ID
5904,83402,591877,ID
5905,83404,775132,ID
5906,83406,470827,ID
5907,83420,47275,ID
5908,83421,6786,ID
5909,83422,112112,ID
5910,83423,10136,ID
5911,83425,7603,ID
5912,83427,49786,ID
5913,83428,10144,ID
5914,83429,26562,ID
5915,83431,17935,ID
5916,83434,38784,ID
5917,83435,7162,ID
5918,83436,8454,ID
5919,83440,519483,ID
5920,83442,453305,ID
5921,83443,25236,ID
5922,83444,22636,ID
5923,83445,123221,ID
5924,83448,48785,ID
5925,83449,12337,ID
5926,83450,19242,ID
5927,83451,14268,ID
5928,83452,34771,ID
5929,83454,7216,ID
5930,83455,137626,ID
5931,83462,12255,ID
5932,83464,4254,ID
5933,83466,9076,ID
5934,83467,126879,ID
5935,83501,893537,ID
5936,83520,3760,ID
5937,83522,42704,ID
5938,83523,14285,ID
5939,83524,20895,ID
5940,83525,5822,ID
5941,83526,5242,ID
5942,83530,128087,ID
5943,83535,29259,ID
5944,83536,64765,ID
5945,83537,24739,ID
5946,83539,30250,ID
5947,83540,32920,ID
5948,83541,26485,ID
5949,83543,14956,ID
5950,83544,118830,ID
5951,83545,8485,ID
5952,83546,9287,ID
5953,83549,15096,ID
5954,83552,16732,ID
5955,83553,15382,ID
5956,83554,12628,ID
5957,83555,8537,ID
5958,83604,10950,ID
5959,83605,518825,ID
5960,83607,659984,ID
5961,83610,17564,ID
5962,83611,58697,ID
5963,83612,38241,ID
5964,83615,41516,ID
5965,83616,1748657,ID
5966,83617,317859,ID
5967,83619,223380,ID
5968,83622,53430,ID
5969,83623,28849,ID
5970,83624,21676,ID
5971,83626,28950,ID
5972,83627,12166,ID
5973,83628,78456,ID
5974,83629,40577,ID
5975,83631,23957,ID
5976,83632,7462,ID
5977,83633,8597,ID
5978,83634,534326,ID
5979,83637,4004,ID
5980,83638,228993,ID
5981,83639,59520,ID
5982,83641,78539,ID
5983,83642,1504933,ID
5984,83644,310643,ID
5985,83645,9719,ID
5986,83646,1797758,ID
5987,83647,410992,ID
5988,83648,37149,ID
5989,83650,7922,ID
5990,83651,489573,ID
5991,83654,39595,ID
5992,83655,88179,ID
5993,83656,9742,ID
5994,83660,132315,ID
5995,83661,171112,ID
5996,83669,367148,ID
5997,83670,9989,ID
5998,83672,151316,ID
5999,83676,89987,ID
6000,83686,1085010,ID
6001,83687,678536,ID
6002,83702,1222230,ID
6003,83703,549430,ID
6004,83704,898899,ID
6005,83705,618080,ID
6006,83706,1051127,ID
6007,83709,1595757,ID
6008,83712,887857,ID
6009,83713,811170,ID
6010,83714,808773,ID
6011,83716,830702,ID
6012,83801,165288,ID
6013,83803,18684,ID
6014,83804,29617,ID
6015,83805,175949,ID
6016,83809,10145,ID
6017,83810,26859,ID
6018,83811,26951,ID
6019,83813,31857,ID
6020,83814,779725,ID
6021,83815,903539,ID
6022,83821,7766,ID
6023,83822,26754,ID
6024,83823,33119,ID
6025,83824,4179,ID
6026,83825,14013,ID
6027,83830,10237,ID
6028,83832,48491,ID
6029,83833,47182,ID
6030,83835,764016,ID
6031,83836,35370,ID
6032,83837,53399,ID
6033,83839,27310,ID
6034,83840,12408,ID
6035,83841,14320,ID
6036,83843,616689,ID
6037,83845,28340,ID
6038,83846,12500,ID
6039,83847,31840,ID
6040,83848,9408,ID
6041,83849,40769,ID
6042,83850,48570,ID
6043,83851,28945,ID
6044,83852,33121,ID
6045,83854,983909,ID
6046,83855,47509,ID
6047,83856,133663,ID
6048,83857,18571,ID
6049,83858,380874,ID
6050,83860,190905,ID
6051,83861,128834,ID
6052,83864,495200,ID
6053,83866,4545,ID
6054,83867,11734,ID
6055,83868,11591,ID
6056,83869,108468,ID
6057,83870,4458,ID
6058,83871,57645,ID
6059,83872,24937,ID
6060,83873,30073,ID
6061,83876,37959,ID
6062,99999,944932,ID
6063,0,448976082,IL
6064,60002,909690,IL
6065,60004,2724806,IL
6066,60005,1476271,IL
6067,60007,1285197,IL
6068,60008,742662,IL
6069,60010,5151538,IL
6070,60012,623957,IL
6071,60013,1175369,IL
6072,60014,1888922,IL
6073,60015,3023047,IL
6074,60016,1774033,IL
6075,60018,851629,IL
6076,60020,300683,IL
6077,60021,224470,IL
6078,60022,2049059,IL
6079,60025,3068131,IL
6080,60026,1239090,IL
6081,60029,93141,IL
6082,60030,1565188,IL
6083,60031,1650814,IL
6084,60033,320297,IL
6085,60034,51561,IL
6086,60035,4287380,IL
6087,60040,154717,IL
