,zipcode,tot_income,state,population,city,lat,long,county,av_income
22749,87529,95773,NM,5300,EL PRADO,36.43,-105.65,Taos,18070.0
22750,87530,18415,NM,1179,EL RITO,36.34,-106.18,Rio Arriba,15619.0
22751,87531,4762,NM,583,EMBUDO,36.2,-105.96,Rio Arriba,8168.0
22752,87532,296822,NM,18362,ESPANOLA,36.0,-106.06,Rio Arriba,16165.0
22753,87532,296822,NM,18362,ESPANOLA,36.0,-106.06,Santa Fe,16165.0
22754,87535,30086,NM,1138,GLORIETA,35.58,-105.76,Santa Fe,26438.0
22755,87537,15949,NM,3245,HERNANDEZ,36.06,-106.11,Rio Arriba,4915.0
22756,87539,3778,NM,102,LA MADERA,36.38,-106.04,Rio Arriba,37039.0
22757,87540,45590,NM,1001,LAMY,35.48,-105.87,Santa Fe,45544.0
22758,87544,667091,NM,17895,LOS ALAMOS,35.89,-106.28,Los Alamos,37278.0
22759,87544,667091,NM,17895,LOS ALAMOS,35.89,-106.28,Sandoval,37278.0
22760,87548,11891,NM,904,MEDANALES,36.17,-106.18,Rio Arriba,13154.0
22761,87549,17169,NM,865,OJO CALIENTE,36.3,-106.04,Taos,19849.0
22762,87551,7833,NM,352,LOS OJOS,36.72,-106.56,Rio Arriba,22253.0
22763,87552,57831,NM,3403,PECOS,35.57,-105.67,San Miguel,16994.0
22764,87553,19834,NM,1190,PENASCO,36.17,-105.69,Taos,16667.0
22765,87556,35013,NM,2545,QUESTA,36.71,-105.59,Taos,13758.0
22766,87557,130426,NM,6734,RANCHOS DE TAOS,36.36,-105.6,Taos,19368.0
22767,87558,16729,NM,364,RED RIVER,36.7,-105.4,Taos,45959.0
22768,87560,18853,NM,1503,RIBERA,35.37,-105.44,San Miguel,12544.0
22769,87562,11010,NM,379,ROWE,35.49,-105.67,San Miguel,29050.0
22770,87564,4094,NM,372,SAN CRISTOBAL,36.59,-105.63,Taos,11005.0
22771,87565,8413,NM,283,SAN JOSE,36.03,-106.09,San Miguel,29728.0
22772,87566,41383,NM,3606,OHKAY OWINGEH,36.05,-106.07,Rio Arriba,11476.0
22773,87567,83488,NM,1742,SANTA CRUZ,35.98,-106.01,Santa Fe,47927.0
22774,87569,4277,NM,362,SERAFINA,35.48,-105.4,San Miguel,11815.0
22775,87571,242023,NM,11398,TAOS,36.38,-105.57,Taos,21234.0
22776,87574,62729,NM,271,TESUQUE,35.76,-105.92,Santa Fe,231472.0
22777,87575,11134,NM,1095,TIERRA AMARILLA,36.7,-106.54,Rio Arriba,10168.0
22778,87578,7513,NM,388,TRUCHAS,36.04,-105.81,Rio Arriba,19363.0
22779,87579,9671,NM,821,VADITO,36.19,-105.67,Taos,11780.0
22780,87582,20469,NM,1025,VELARDE,36.15,-105.97,Rio Arriba,19970.0
22781,87701,272645,NM,19699,LAS VEGAS,35.59,-105.22,San Miguel,13841.0
22782,87710,46045,NM,1420,ANGEL FIRE,36.39,-105.27,Colfax,32426.0
22783,87711,6591,NM,376,ANTON CHICO,35.2,-105.14,Guadalupe,17529.0
22784,87712,3372,NM,305,BUENA VISTA,35.91,-105.24,Mora,11056.0
22785,87714,19368,NM,1106,CIMARRON,36.5,-104.91,Colfax,17512.0
22786,87715,5995,NM,531,CLEVELAND,35.99,-105.37,Mora,11290.0
22787,87718,9841,NM,507,EAGLE NEST,36.55,-105.26,Colfax,19410.0
22788,87722,4413,NM,549,GUADALUPITA,36.13,-105.23,Mora,8038.0
22789,87723,3684,NM,257,HOLMAN,36.03,-105.38,Mora,14335.0
22790,87728,5242,NM,346,MAXWELL,36.54,-104.54,Colfax,15150.0
22791,87731,7265,NM,254,MONTEZUMA,35.65,-105.27,San Miguel,28602.0
22792,87732,22646,NM,1488,MORA,35.97,-105.32,Mora,15219.0
22793,87734,3165,NM,231,OCATE,36.17,-105.04,Mora,13701.0
22794,87740,119597,NM,7309,RATON,36.88,-104.44,Colfax,16363.0
22795,87742,11457,NM,389,ROCIADA,35.83,-105.42,San Miguel,29452.0
22796,87743,6083,NM,340,ROY,35.94,-104.19,Harding,17891.0
22797,87745,9797,NM,760,SAPELLO,35.77,-105.25,San Miguel,12891.0
22798,87747,19448,NM,1575,SPRINGER,36.36,-104.59,Colfax,12348.0
22799,87752,4850,NM,620,WAGON MOUND,36.0,-104.71,Mora,7823.0
22800,87801,158704,NM,10076,SOCORRO,34.05,-106.9,Socorro,15751.0
22801,87821,9846,NM,742,DATIL,34.14,-107.84,Catron,13270.0
22802,87823,12526,NM,1157,LEMITAR,34.16,-106.91,Socorro,10826.0
22803,87825,39105,NM,1717,MAGDALENA,34.11,-107.23,Socorro,22775.0
22804,87827,5526,NM,187,PIE TOWN,34.33,-108.28,Catron,29551.0
22805,87828,3253,NM,563,POLVADERA,34.13,-106.85,Socorro,5778.0
22806,87829,12097,NM,542,QUEMADO,34.31,-108.79,Catron,22319.0
22807,87830,11781,NM,1619,RESERVE,33.7,-108.76,Catron,7277.0
22808,87832,11838,NM,948,SAN ANTONIO,33.91,-106.86,Socorro,12487.0
22809,87901,82718,NM,6666,TRUTH OR CONSEQUENCES,33.13,-107.24,Sierra,12409.0
22810,87930,8518,NM,925,ARREY,32.84,-107.31,Sierra,9209.0
22811,87931,8702,NM,628,CABALLO,32.97,-107.3,Sierra,13857.0
22812,87935,39919,NM,1752,ELEPHANT BUTTE,33.12,-107.25,Sierra,22785.0
22813,87936,5686,NM,285,GARFIELD,32.75,-107.26,Dona Ana,19951.0
22814,87937,42647,NM,3026,HATCH,32.66,-107.15,Dona Ana,14094.0
22815,87940,7300,NM,852,RINCON,32.67,-107.06,Dona Ana,8568.0
22816,87941,13705,NM,867,SALEM,32.7,-107.21,Dona Ana,15807.0
22817,87942,16022,NM,1025,WILLIAMSBURG,33.11,-107.29,Sierra,15631.0
22818,88001,413306,NM,37201,LAS CRUCES,32.33,-106.75,Dona Ana,11110.0
22819,88002,17430,NM,1338,WHITE SANDS MISSILE RANGE,32.26,-106.47,Dona Ana,13027.0
22820,88003,7302,NM,619,LAS CRUCES,32.33,-106.75,Dona Ana,11796.0
22821,88005,547082,NM,28683,LAS CRUCES,32.33,-106.75,Dona Ana,19073.0
22822,88007,497541,NM,23130,LAS CRUCES,32.33,-106.75,Dona Ana,21511.0
22823,88008,161751,NM,6906,SANTA TERESA,31.87,-106.64,Dona Ana,23422.0
22824,88011,960041,NM,29458,LAS CRUCES,32.33,-106.75,Dona Ana,32590.0
22825,88012,507194,NM,27910,LAS CRUCES,32.33,-106.75,Dona Ana,18172.0
22826,88020,11275,NM,778,ANIMAS,31.94,-108.83,Hidalgo,14492.0
22827,88021,215107,NM,19707,ANTHONY,32.0,-106.59,Dona Ana,10915.0
22828,88022,10962,NM,1277,ARENAS VALLEY,33.01,-108.28,Grant,8584.0
22829,88023,41378,NM,2563,BAYARD,32.75,-108.13,Grant,16144.0
22830,88024,6277,NM,563,BERINO,32.08,-106.56,Dona Ana,11149.0
22831,88026,23497,NM,1363,SANTA CLARA,32.79,-108.16,Grant,17239.0
22832,88027,14279,NM,462,CHAMBERINO,31.97,-106.96,Dona Ana,30907.0
22833,88028,9072,NM,404,CLIFF,32.96,-108.61,Grant,22455.0
22834,88029,24299,NM,1279,COLUMBUS,31.82,-107.64,Luna,18998.0
22835,88030,274911,NM,23348,DEMING,32.26,-107.75,Luna,11774.0
22836,88032,23741,NM,386,DONA ANA,32.39,-106.81,Dona Ana,61505.0
22837,88033,36980,NM,0,FAIRACRES,32.31,-107.06,Dona Ana,inf
22838,88038,9237,NM,323,GILA,32.96,-108.57,Grant,28598.0
22839,88039,7141,NM,203,GLENWOOD,33.31,-108.88,Catron,35177.0
22840,88041,10171,NM,994,HANOVER,32.88,-108.08,Grant,10232.0
22841,88042,5819,NM,164,HILLSBORO,32.92,-107.56,Sierra,35482.0
22842,88043,18592,NM,1640,HURLEY,32.69,-108.13,Grant,11337.0
22843,88044,57940,NM,3702,LA MESA,32.12,-106.7,Dona Ana,15651.0
22844,88045,49920,NM,3464,LORDSBURG,32.34,-108.7,Hidalgo,14411.0
22845,88046,55222,NM,855,MESILLA,32.27,-106.8,Dona Ana,64587.0
22846,88047,85553,NM,2493,MESILLA PARK,32.27,-106.61,Dona Ana,34317.0
22847,88048,45896,NM,2966,MESQUITE,32.16,-106.69,Dona Ana,15474.0
22848,88049,15820,NM,458,MIMBRES,32.85,-107.97,Grant,34541.0
22849,88052,10100,NM,152,ORGAN,32.42,-106.59,Dona Ana,66447.0
22850,88056,3208,NM,189,RODEO,31.83,-109.03,Hidalgo,16974.0
22851,88061,270238,NM,18562,SILVER CITY,32.78,-108.26,Grant,14559.0
22852,88063,114738,NM,13070,SUNLAND PARK,31.79,-106.57,Dona Ana,8779.0
22853,88065,24700,NM,577,TYRONE,32.65,-108.35,Grant,42808.0
22854,88072,13551,NM,1716,VADO,32.11,-106.66,Dona Ana,7897.0
22855,88081,142683,NM,16018,CHAPARRAL,32.04,-106.44,Dona Ana,8908.0
22856,88081,142683,NM,16018,CHAPARRAL,32.04,-106.44,Otero,8908.0
22857,88101,809623,NM,47233,CLOVIS,34.41,-103.2,Curry,17141.0
22858,88116,6740,NM,327,ELIDA,33.94,-103.65,Chaves,20612.0
22859,88116,6740,NM,327,ELIDA,33.94,-103.65,Roosevelt,20612.0
22860,88119,41013,NM,1902,FORT SUMNER,34.47,-104.23,De Baca,21563.0
22861,88124,17406,NM,1101,MELROSE,34.42,-103.62,Curry,15809.0
22862,88124,17406,NM,1101,MELROSE,34.42,-103.62,Quay,15809.0
22863,88124,17406,NM,1101,MELROSE,34.42,-103.62,Roosevelt,15809.0
22864,88130,278893,NM,18484,PORTALES,34.18,-103.34,Roosevelt,15088.0
22865,88135,28286,NM,1656,TEXICO,34.38,-103.05,Curry,17081.0
22866,88201,565645,NM,26379,ROSWELL,33.37,-104.52,Chaves,21443.0
22867,88203,370922,NM,30551,ROSWELL,33.33,-104.52,Chaves,12141.0
22868,88210,426418,NM,18393,ARTESIA,32.84,-104.43,Eddy,23184.0
22869,88220,858276,NM,35362,CARLSBAD,32.4,-104.23,Eddy,24271.0
22870,88230,73261,NM,5131,DEXTER,33.19,-104.36,Chaves,14278.0
22871,88231,79073,NM,3334,EUNICE,32.44,-103.19,Lea,23717.0
22872,88232,34578,NM,2639,HAGERMAN,33.11,-104.32,Chaves,13103.0
22873,88240,693400,NM,39568,HOBBS,32.73,-103.16,Lea,17524.0
22874,88242,197576,NM,7167,HOBBS,32.73,-103.16,Lea,27567.0
22875,88252,46038,NM,2217,JAL,32.11,-103.18,Lea,20766.0
22876,88253,18444,NM,886,LAKE ARTHUR,32.99,-104.36,Chaves,20817.0
22877,88253,18444,NM,886,LAKE ARTHUR,32.99,-104.36,Eddy,20817.0
22878,88256,35576,NM,1946,LOVING,32.28,-104.09,Eddy,18282.0
22879,88260,291289,NM,15082,LOVINGTON,32.94,-103.35,Lea,19314.0
22880,88265,5153,NM,150,MONUMENT,32.62,-103.26,Lea,34353.0
22881,88267,27932,NM,1369,TATUM,33.25,-103.31,Lea,20403.0
22882,88301,21559,NM,1237,CARRIZOZO,33.64,-105.88,Lincoln,17428.0
22883,88310,641232,NM,36460,ALAMOGORDO,32.88,-105.95,Otero,17587.0
22884,88312,91441,NM,2635,ALTO,33.39,-105.68,Lincoln,34702.0
22885,88316,33106,NM,2175,CAPITAN,33.54,-105.59,Lincoln,15221.0
22886,88317,47678,NM,1604,CLOUDCROFT,32.95,-105.73,Otero,29724.0
22887,88318,6933,NM,322,CORONA,34.24,-105.59,Lincoln,21531.0
22888,88325,26234,NM,594,HIGH ROLLS MOUNTAIN PARK,32.97,-105.79,Otero,44165.0
22889,88330,58830,NM,3977,HOLLOMAN AIR FORCE BASE,32.83,-106.11,Otero,14793.0
22890,88336,3656,NM,423,HONDO,33.38,-105.27,Lincoln,8643.0
22891,88337,57853,NM,2277,LA LUZ,32.97,-105.93,Otero,25408.0
22892,88339,16676,NM,668,MAYHILL,32.88,-105.47,Otero,24964.0
22893,88340,44538,NM,3586,MESCALERO,33.15,-105.79,Otero,12420.0
22894,88341,12730,NM,429,NOGAL,33.55,-105.7,Lincoln,29674.0
22895,88345,121575,NM,8368,RUIDOSO,33.36,-105.64,Lincoln,14529.0
22896,88346,43174,NM,3198,RUIDOSO DOWNS,33.33,-105.6,Lincoln,13500.0
22897,88348,4530,NM,287,SAN PATRICIO,33.4,-105.32,Lincoln,15784.0
22898,88350,3978,NM,299,TIMBERON,32.63,-105.69,Otero,13304.0
22899,88352,74930,NM,4690,TULAROSA,33.07,-106.02,Otero,15977.0
22900,88353,4827,NM,389,VAUGHN,34.6,-105.21,Guadalupe,12409.0
22901,88401,89698,NM,6752,TUCUMCARI,35.16,-103.72,Quay,13285.0
22902,88415,49511,NM,3494,CLAYTON,36.45,-103.17,Union,14170.0
22903,88418,5607,NM,229,DES MOINES,36.76,-103.83,Union,24485.0
22904,88426,21408,NM,1046,LOGAN,35.36,-103.44,Quay,20467.0
22905,88434,5692,NM,393,SAN JON,35.11,-103.32,Quay,14483.0
22906,88435,42494,NM,3803,SANTA ROSA,34.94,-104.67,Guadalupe,11174.0
22907,6390,11750,NY,303,FISHERS ISLAND,41.27,-71.99,Suffolk,38779.0
22908,10001,2323084,NY,23332,NEW YORK,40.71,-73.99,New York,99566.0
22909,10002,2313723,NY,78096,NEW YORK,40.71,-73.99,New York,29627.0
22910,10003,6720746,NY,56767,NEW YORK,40.71,-73.99,New York,118392.0
22911,10004,830828,NY,3044,NEW YORK,40.71,-73.99,New York,272940.0
22912,10005,3171561,NY,8710,NEW YORK,40.71,-73.99,New York,364129.0
22913,10006,467213,NY,3277,NEW YORK,40.71,-73.99,New York,142573.0
22914,10007,3048670,NY,6740,NEW YORK,40.71,-73.99,New York,452325.0
22915,10009,2611193,NY,59799,NEW YORK,40.71,-73.99,New York,43666.0
22916,10010,3974321,NY,32854,NEW YORK,40.71,-73.99,New York,120969.0
22917,10011,8097331,NY,50404,NEW YORK,40.71,-73.99,New York,160649.0
22918,10012,3239965,NY,24536,NEW YORK,40.71,-73.99,New York,132049.0
22919,10013,6381000,NY,28211,NEW YORK,40.71,-73.99,New York,226188.0
22920,10014,5629645,NY,31464,NEW YORK,40.71,-73.99,New York,178923.0
22921,10016,6970456,NY,50444,NEW YORK,40.71,-73.99,New York,138182.0
22922,10017,4047880,NY,16533,NEW YORK,40.71,-73.99,New York,244836.0
22923,10018,2785199,NY,9684,NEW YORK,40.71,-73.99,New York,287608.0
22924,10019,6587511,NY,39505,NEW YORK,40.71,-73.99,New York,166751.0
22925,10021,10700368,NY,45261,NEW YORK,40.77,-73.95,New York,236415.0
22926,10022,10148754,NY,30262,NEW YORK,40.71,-73.99,New York,335363.0
22927,10023,11936570,NY,60307,NEW YORK,40.71,-73.99,New York,197930.0
22928,10024,10166649,NY,58516,NEW YORK,40.71,-73.99,New York,173741.0
22929,10025,6970844,NY,94717,NEW YORK,40.71,-73.99,New York,73597.0
22930,10026,1236140,NY,38540,NEW YORK,40.71,-73.99,New York,32074.0
22931,10027,1687853,NY,64120,NEW YORK,40.71,-73.99,New York,26323.0
22932,10028,9187534,NY,48205,NEW YORK,40.71,-73.99,New York,190593.0
22933,10029,1794048,NY,79411,NEW YORK,40.71,-73.99,New York,22592.0
22934,10030,576365,NY,30358,NEW YORK,40.71,-73.99,New York,18986.0
22935,10031,1227413,NY,60778,NEW YORK,40.71,-73.99,New York,20195.0
22936,10032,1144085,NY,63189,NEW YORK,40.71,-73.99,New York,18106.0
22937,10033,1228661,NY,59353,NEW YORK,40.71,-73.99,New York,20701.0
22938,10034,890561,NY,43951,NEW YORK,40.71,-73.99,New York,20263.0
22939,10035,696825,NY,34187,NEW YORK,40.71,-73.99,New York,20383.0
22940,10036,3747406,NY,25987,NEW YORK,40.71,-73.99,New York,144203.0
22941,10037,518690,NY,20112,NEW YORK,40.71,-73.99,New York,25790.0
22942,10038,1595686,NY,22300,NEW YORK,40.71,-73.99,New York,71555.0
22943,10039,538272,NY,27471,NEW YORK,40.71,-73.99,New York,19594.0
22944,10040,933742,NY,45033,NEW YORK,40.71,-73.99,New York,20735.0
22945,10044,414995,NY,11731,NEW YORK,40.71,-73.99,New York,35376.0
22946,10065,6727881,NY,30001,NEW YORK,40.76,-73.96,New York,224255.0
22947,10069,1410989,NY,5231,NEW YORK,40.71,-73.99,New York,269736.0
22948,10075,5967608,NY,23353,NEW YORK,40.77,-73.95,New York,255539.0
22949,10119,204081,NY,0,NEW YORK,40.71,-73.99,New York,inf
22950,10128,10699616,NY,63006,NEW YORK,40.71,-73.99,New York,169819.0
22951,10162,215549,NY,1253,NEW YORK,40.71,-73.99,New York,172026.0
22952,10165,40144,NY,0,NEW YORK,40.71,-73.99,New York,inf
22953,10170,140939,NY,0,NEW YORK,40.71,-73.99,New York,inf
22954,10280,882900,NY,9845,NEW YORK,40.71,-73.99,New York,89680.0
22955,10282,1217200,NY,5635,NEW YORK,40.71,-73.99,New York,216007.0
22956,10301,1251042,NY,39519,STATEN ISLAND,40.58,-74.14,Richmond,31657.0
22957,10302,415074,NY,17758,STATEN ISLAND,40.58,-74.14,Richmond,23374.0
22958,10303,539728,NY,24562,STATEN ISLAND,40.58,-74.14,Richmond,21974.0
22959,10304,1382367,NY,42054,STATEN ISLAND,40.58,-74.14,Richmond,32871.0
22960,10305,1189216,NY,41533,STATEN ISLAND,40.58,-74.14,Richmond,28633.0
22961,10306,1946182,NY,55031,STATEN ISLAND,40.58,-74.14,Richmond,35365.0
22962,10307,615515,NY,15275,STATEN ISLAND,40.58,-74.14,Richmond,40296.0
22963,10308,1057582,NY,30347,STATEN ISLAND,40.58,-74.14,Richmond,34850.0
22964,10309,1302081,NY,33459,STATEN ISLAND,40.58,-74.14,Richmond,38916.0
22965,10310,715732,NY,24250,STATEN ISLAND,40.58,-74.14,Richmond,29515.0
22966,10312,2406109,NY,60951,STATEN ISLAND,40.58,-74.14,Richmond,39476.0
22967,10314,2898644,NY,88585,STATEN ISLAND,40.58,-74.14,Richmond,32722.0
22968,10451,752487,NY,48289,BRONX,40.84,-73.87,Bronx,15583.0
22969,10452,997186,NY,75288,BRONX,40.84,-73.87,Bronx,13245.0
22970,10453,983753,NY,80516,BRONX,40.84,-73.87,Bronx,12218.0
22971,10454,418116,NY,38938,BRONX,40.84,-73.87,Bronx,10738.0
22972,10455,500179,NY,42779,BRONX,40.84,-73.87,Bronx,11692.0
22973,10456,1065238,NY,92712,BRONX,40.84,-73.87,Bronx,11490.0
22974,10457,876847,NY,74010,BRONX,40.84,-73.87,Bronx,11848.0
22975,10458,993987,NY,81698,BRONX,40.84,-73.87,Bronx,12167.0
22976,10459,602309,NY,47972,BRONX,40.84,-73.87,Bronx,12555.0
22977,10460,712300,NY,60266,BRONX,40.84,-73.87,Bronx,11819.0
22978,10461,1224728,NY,50255,BRONX,40.84,-73.87,Bronx,24370.0
22979,10462,1648375,NY,78725,BRONX,40.84,-73.87,Bronx,20938.0
22980,10463,2202855,NY,71657,BRONX,40.84,-73.87,Bronx,30742.0
22981,10463,2202855,NY,71657,BRONX,40.84,-73.87,New York,30742.0
22982,10464,186160,NY,4300,BRONX,40.84,-73.87,Bronx,43293.0
22983,10465,1205522,NY,44950,BRONX,40.84,-73.87,Bronx,26819.0
22984,10466,1268167,NY,71645,BRONX,40.84,-73.87,Bronx,17701.0
22985,10466,1268167,NY,71645,BRONX,40.84,-73.87,Westchester,17701.0
22986,10467,1526881,NY,103045,BRONX,40.84,-73.87,Bronx,14818.0
22987,10468,1068681,NY,75537,BRONX,40.84,-73.87,Bronx,14148.0
22988,10469,1459462,NY,71664,BRONX,40.84,-73.87,Bronx,20365.0
22989,10470,389104,NY,14574,BRONX,40.84,-73.87,Bronx,26699.0
22990,10470,389104,NY,14574,BRONX,40.84,-73.87,Westchester,26699.0
22991,10471,1234094,NY,21601,BRONX,40.84,-73.87,Bronx,57131.0
22992,10472,870439,NY,68972,BRONX,40.84,-73.87,Bronx,12620.0
22993,10473,1080659,NY,61818,BRONX,40.84,-73.87,Bronx,17481.0
22994,10474,139561,NY,12793,BRONX,40.84,-73.87,Bronx,10909.0
22995,10475,1079587,NY,44749,BRONX,40.84,-73.87,Bronx,24125.0
22996,10501,102687,NY,1226,AMAWALK,41.29,-73.76,Westchester,83758.0
22997,10502,492930,NY,5513,ARDSLEY,41.01,-73.84,Westchester,89412.0
22998,10503,21078,NY,137,ARDSLEY ON HUDSON,41.02,-73.87,Westchester,153854.0
22999,10504,2314563,NY,7903,ARMONK,41.13,-73.71,Westchester,292871.0
23000,10505,80477,NY,905,BALDWIN PLACE,41.32,-73.74,Westchester,88925.0
23001,10506,1076126,NY,5963,BEDFORD,41.19,-73.64,Westchester,180467.0
23002,10507,545987,NY,6859,BEDFORD HILLS,41.22,-73.69,Westchester,79602.0
23003,10509,896118,NY,19419,BREWSTER,41.39,-73.61,Putnam,46146.0
23004,10509,896118,NY,19419,BREWSTER,41.39,-73.61,Westchester,46146.0
23005,10510,1380644,NY,10423,BRIARCLIFF MANOR,41.13,-73.84,Westchester,132461.0
23006,10511,92016,NY,2263,BUCHANAN,41.26,-73.94,Westchester,40661.0
23007,10512,1074908,NY,25076,CARMEL,41.41,-73.68,Putnam,42866.0
23008,10514,2445994,NY,12688,CHAPPAQUA,41.17,-73.77,Westchester,192780.0
23009,10516,312660,NY,5486,COLD SPRING,41.41,-73.95,Putnam,56992.0
23010,10517,37368,NY,584,CROMPOND,41.26,-73.89,Westchester,63986.0
23011,10518,123288,NY,1478,CROSS RIVER,41.26,-73.59,Westchester,83415.0
23012,10519,36160,NY,137,CROTON FALLS,41.3,-73.71,Westchester,263942.0
23013,10520,886496,NY,12797,CROTON ON HUDSON,41.22,-73.89,Westchester,69274.0
23014,10522,770365,NY,11058,DOBBS FERRY,41.01,-73.86,Westchester,69666.0
23015,10523,366626,NY,9058,ELMSFORD,41.05,-73.81,Westchester,40475.0
23016,10524,296362,NY,4268,GARRISON,41.37,-73.92,Putnam,69438.0
23017,10526,159280,NY,1522,GOLDENS BRIDGE,41.29,-73.64,Westchester,104652.0
23018,10527,65202,NY,836,GRANITE SPRINGS,41.3,-73.75,Westchester,77993.0
23019,10528,1542493,NY,13066,HARRISON,41.02,-73.72,Westchester,118054.0
23020,10530,999132,NY,12800,HARTSDALE,41.02,-73.8,Westchester,78057.0
23021,10532,262505,NY,5019,HAWTHORNE,41.1,-73.79,Westchester,52302.0
23022,10533,918619,NY,7590,IRVINGTON,41.03,-73.86,Westchester,121030.0
23023,10535,26226,NY,685,JEFFERSON VALLEY,41.33,-73.79,Westchester,38286.0
23024,10536,1328337,NY,10775,KATONAH,41.26,-73.68,Westchester,123280.0
23025,10537,80758,NY,1541,LAKE PEEKSKILL,41.33,-73.88,Putnam,52406.0
23026,10537,80758,NY,1541,LAKE PEEKSKILL,41.33,-73.88,Westchester,52406.0
23027,10538,3184233,NY,16718,LARCHMONT,40.92,-73.75,Westchester,190467.0
23028,10541,1152834,NY,26371,MAHOPAC,41.36,-73.74,Putnam,43716.0
23029,10541,1152834,NY,26371,MAHOPAC,41.36,-73.74,Westchester,43716.0
23030,10543,1636340,NY,20643,MAMARONECK,40.93,-73.72,Westchester,79269.0
23031,10545,3851,NY,131,MARYKNOLL,41.17,-73.83,Westchester,29397.0
23032,10546,151899,NY,1433,MILLWOOD,41.19,-73.79,Westchester,106001.0
23033,10547,301329,NY,7461,MOHEGAN LAKE,41.31,-73.84,Westchester,40387.0
23034,10548,141353,NY,3398,MONTROSE,41.24,-73.94,Westchester,41599.0
23035,10549,1611394,NY,16557,MOUNT KISCO,41.2,-73.73,Westchester,97324.0
23036,10550,735998,NY,37679,MOUNT VERNON,40.91,-73.82,Bronx,19533.0
23037,10550,735998,NY,37679,MOUNT VERNON,40.91,-73.82,Westchester,19533.0
23038,10552,840088,NY,19620,MOUNT VERNON,40.91,-73.82,Westchester,42818.0
23039,10553,296960,NY,10606,MOUNT VERNON,40.91,-73.82,Westchester,27999.0
23040,10560,413248,NY,4930,NORTH SALEM,41.33,-73.59,Westchester,83823.0
23041,10562,1356470,NY,31745,OSSINING,41.15,-73.87,Westchester,42730.0
23042,10566,693919,NY,23977,PEEKSKILL,41.28,-73.92,Westchester,28941.0
23043,10567,1089847,NY,20652,CORTLANDT MANOR,41.3,-73.89,Westchester,52772.0
23044,10570,1129009,NY,12966,PLEASANTVILLE,41.13,-73.78,Westchester,87075.0
23045,10573,1841205,NY,38958,PORT CHESTER,41.0,-73.66,Westchester,47261.0
23046,10576,755645,NY,4878,POUND RIDGE,41.21,-73.57,Westchester,154909.0
23047,10577,1342394,NY,6508,PURCHASE,41.03,-73.71,Westchester,206268.0
23048,10578,40787,NY,843,PURDYS,41.31,-73.65,Westchester,48383.0
23049,10579,442756,NY,9438,PUTNAM VALLEY,41.34,-73.87,Putnam,46912.0
23050,10579,442756,NY,9438,PUTNAM VALLEY,41.34,-73.87,Westchester,46912.0
23051,10580,4218351,NY,17270,RYE,40.98,-73.69,Westchester,244259.0
23052,10583,7951385,NY,40054,SCARSDALE,40.98,-73.77,Westchester,198517.0
23053,10588,117740,NY,2748,SHRUB OAK,41.32,-73.82,Westchester,42846.0
23054,10589,588433,NY,9229,SOMERS,41.33,-73.69,Westchester,63759.0
23055,10590,559087,NY,6937,SOUTH SALEM,41.25,-73.54,Westchester,80595.0
23056,10591,1492888,NY,23394,TARRYTOWN,41.06,-73.86,Westchester,63815.0
23057,10594,310826,NY,5076,THORNWOOD,41.11,-73.76,Westchester,61234.0
23058,10595,453449,NY,8237,VALHALLA,41.07,-73.77,Westchester,55050.0
23059,10596,51289,NY,1727,VERPLANCK,41.26,-73.89,Westchester,29698.0
23060,10597,172488,NY,1154,WACCABUC,41.29,-73.6,Westchester,149470.0
23061,10598,1862811,NY,29489,YORKTOWN HEIGHTS,41.27,-73.78,Westchester,63170.0
23062,10601,946911,NY,11519,WHITE PLAINS,41.02,-73.75,Westchester,82204.0
23063,10603,800820,NY,17429,WHITE PLAINS,41.02,-73.75,Westchester,45948.0
23064,10604,708735,NY,11153,WEST HARRISON,41.05,-73.74,Westchester,63547.0
23065,10605,1520923,NY,17470,WHITE PLAINS,41.02,-73.75,Westchester,87059.0
23066,10606,703534,NY,18312,WHITE PLAINS,41.02,-73.75,Westchester,38419.0
23067,10607,404953,NY,6806,WHITE PLAINS,41.02,-73.75,Westchester,59499.0
23068,10701,1379196,NY,58841,YONKERS,40.94,-73.86,Westchester,23439.0
23069,10703,582335,NY,21039,YONKERS,40.94,-73.86,Westchester,27679.0
23070,10704,1113881,NY,32125,YONKERS,40.94,-73.86,Bronx,34673.0
23071,10704,1113881,NY,32125,YONKERS,40.94,-73.86,Westchester,34673.0
23072,10705,901253,NY,41008,YONKERS,40.94,-73.86,Bronx,21977.0
23073,10705,901253,NY,41008,YONKERS,40.94,-73.86,Westchester,21977.0
23074,10706,814851,NY,8776,HASTINGS ON HUDSON,40.98,-73.87,Westchester,92850.0
23075,10707,601836,NY,10253,TUCKAHOE,40.95,-73.82,Westchester,58699.0
23076,10708,3012349,NY,22632,BRONXVILLE,40.93,-73.82,Westchester,133101.0
23077,10709,706697,NY,9090,EASTCHESTER,40.95,-73.8,Westchester,77744.0
23078,10710,1138635,NY,27602,YONKERS,40.94,-73.86,Westchester,41252.0
23079,10801,1329317,NY,42154,NEW ROCHELLE,40.92,-73.77,Westchester,31535.0
23080,10803,1477885,NY,12560,PELHAM,40.91,-73.8,Westchester,117666.0
23081,10804,1675480,NY,14634,NEW ROCHELLE,40.94,-73.78,Westchester,114492.0
23082,10805,631315,NY,18503,NEW ROCHELLE,40.92,-73.77,Westchester,34120.0
23083,10901,1286816,NY,23959,SUFFERN,41.11,-74.14,Rockland,53709.0
