,zipcode,tot_income,state,population,city,lat,long,county,av_income
0,35004,290260,AL,10418,MOODY,33.59,-86.49,St. Clair,27861.0
1,35005,121690,AL,7708,ADAMSVILLE,33.59,-86.95,Jefferson,15787.0
2,35006,57418,AL,3099,ADGER,33.42,-87.19,Jefferson,18528.0
3,35006,57418,AL,3099,ADGER,33.42,-87.19,Tuscaloosa,18528.0
4,35006,57418,AL,3099,ADGER,33.42,-87.19,Walker,18528.0
5,35007,697882,AL,26630,ALABASTER,33.22,-86.82,Shelby,26207.0
6,35010,384319,AL,20826,ALEXANDER CITY,32.92,-85.93,Coosa,18454.0
7,35010,384319,AL,20826,ALEXANDER CITY,32.92,-85.93,Elmore,18454.0
8,35010,384319,AL,20826,ALEXANDER CITY,32.92,-85.93,Tallapoosa,18454.0
9,35014,75228,AL,4077,ALPINE,33.33,-86.18,Talladega,18452.0
10,35016,366988,AL,15997,ARAB,34.32,-86.5,Blount,22941.0
11,35016,366988,AL,15997,ARAB,34.32,-86.5,Cullman,22941.0
12,35016,366988,AL,15997,ARAB,34.32,-86.5,Marshall,22941.0
13,35016,366988,AL,15997,ARAB,34.32,-86.5,Morgan,22941.0
14,35019,38993,AL,2358,BAILEYTON,34.26,-86.61,Cullman,16536.0
15,35019,38993,AL,2358,BAILEYTON,34.26,-86.61,Morgan,16536.0
16,35020,251540,AL,27134,BESSEMER,33.37,-86.96,Jefferson,9270.0
17,35022,551747,AL,19416,BESSEMER,33.37,-86.96,Jefferson,28417.0
18,35022,551747,AL,19416,BESSEMER,33.37,-86.96,Shelby,28417.0
19,35023,469381,AL,25049,BESSEMER,33.43,-86.99,Jefferson,18739.0
20,35031,121339,AL,8306,BLOUNTSVILLE,34.08,-86.58,Blount,14609.0
21,35033,81906,AL,3532,BREMEN,33.95,-87.0,Cullman,23190.0
22,35033,81906,AL,3532,BREMEN,33.95,-87.0,Walker,23190.0
23,35034,52266,AL,4804,BRENT,32.94,-87.17,Bibb,10880.0
24,35035,37725,AL,1203,BRIERFIELD,33.06,-86.98,Bibb,31359.0
25,35035,37725,AL,1203,BRIERFIELD,33.06,-86.98,Shelby,31359.0
26,35040,402014,AL,16646,CALERA,33.1,-86.75,Chilton,24151.0
27,35040,402014,AL,16646,CALERA,33.1,-86.75,Shelby,24151.0
28,35042,103462,AL,5813,CENTREVILLE,32.95,-87.13,Bibb,17798.0
29,35043,422071,AL,10584,CHELSEA,33.32,-86.63,Shelby,39878.0
30,35044,128191,AL,8076,CHILDERSBURG,33.27,-86.35,Talladega,15873.0
31,35045,257571,AL,14795,CLANTON,32.84,-86.62,Chilton,17409.0
32,35046,125440,AL,5028,CLANTON,32.84,-86.62,Chilton,24948.0
33,35046,125440,AL,5028,CLANTON,32.84,-86.62,Coosa,24948.0
34,35049,76185,AL,3726,CLEVELAND,33.99,-86.57,Blount,20447.0
35,35051,208502,AL,8753,COLUMBIANA,33.17,-86.6,Shelby,23821.0
36,35053,67089,AL,2614,CRANE HILL,34.07,-87.05,Cullman,25665.0
37,35053,67089,AL,2614,CRANE HILL,34.07,-87.05,Winston,25665.0
38,35054,127737,AL,3974,CROPWELL,33.45,-86.34,St. Clair,32143.0
39,35055,415554,AL,20520,CULLMAN,34.17,-86.83,Cullman,20251.0
40,35057,285110,AL,13090,CULLMAN,34.17,-86.83,Cullman,21781.0
41,35058,215699,AL,9441,CULLMAN,34.17,-86.83,Cullman,22847.0
42,35060,4445,AL,306,DOCENA,33.56,-86.89,Jefferson,14526.0
43,35061,22427,AL,1381,DOLOMITE,33.47,-86.94,Jefferson,16240.0
44,35062,171707,AL,7670,DORA,33.73,-87.08,Jefferson,22387.0
45,35062,171707,AL,7670,DORA,33.73,-87.08,Walker,22387.0
46,35063,52224,AL,3879,EMPIRE,33.84,-87.01,Blount,13463.0
47,35063,52224,AL,3879,EMPIRE,33.84,-87.01,Jefferson,13463.0
48,35063,52224,AL,3879,EMPIRE,33.84,-87.01,Walker,13463.0
49,35064,147677,AL,11392,FAIRFIELD,33.47,-86.91,Jefferson,12963.0
50,35068,180971,AL,8201,FULTONDALE,33.61,-86.8,Jefferson,22067.0
51,35071,464235,AL,15815,GARDENDALE,33.66,-86.8,Jefferson,29354.0
52,35072,72208,AL,4647,GOODWATER,33.06,-86.05,Clay,15539.0
53,35072,72208,AL,4647,GOODWATER,33.06,-86.05,Coosa,15539.0
54,35072,72208,AL,4647,GOODWATER,33.06,-86.05,Talladega,15539.0
55,35072,72208,AL,4647,GOODWATER,33.06,-86.05,Tallapoosa,15539.0
56,35073,36588,AL,2213,GRAYSVILLE,33.62,-86.96,Jefferson,16533.0
57,35077,223225,AL,12676,HANCEVILLE,34.06,-86.76,Cullman,17610.0
58,35078,43268,AL,2207,HARPERSVILLE,33.34,-86.43,Shelby,19605.0
59,35079,185521,AL,8647,HAYDEN,33.89,-86.75,Blount,21455.0
60,35079,185521,AL,8647,HAYDEN,33.89,-86.75,Jefferson,21455.0
61,35080,562560,AL,16882,HELENA,33.28,-86.85,Shelby,33323.0
62,35083,54355,AL,3611,HOLLY POND,34.17,-86.61,Cullman,15053.0
63,35085,153921,AL,8646,JEMISON,32.96,-86.74,Chilton,17803.0
64,35087,33612,AL,1688,JOPPA,34.27,-86.54,Cullman,19912.0
65,35087,33612,AL,1688,JOPPA,34.27,-86.54,Marshall,19912.0
66,35087,33612,AL,1688,JOPPA,34.27,-86.54,Morgan,19912.0
67,35089,24222,AL,1795,KELLYTON,32.97,-86.09,Coosa,13494.0
68,35089,24222,AL,1795,KELLYTON,32.97,-86.09,Tallapoosa,13494.0
69,35091,86371,AL,3010,KIMBERLY,33.76,-86.8,Jefferson,28695.0
70,35094,352220,AL,14281,LEEDS,33.54,-86.56,Jefferson,24664.0
71,35094,352220,AL,14281,LEEDS,33.54,-86.56,St. Clair,24664.0
72,35094,352220,AL,14281,LEEDS,33.54,-86.56,Shelby,24664.0
73,35096,171424,AL,7866,LINCOLN,33.59,-86.13,Calhoun,21793.0
74,35096,171424,AL,7866,LINCOLN,33.59,-86.13,Talladega,21793.0
75,35097,37608,AL,2082,LOCUST FORK,33.9,-86.62,Blount,18063.0
76,35098,24644,AL,1208,LOGAN,34.18,-87.04,Cullman,20401.0
77,35098,24644,AL,1208,LOGAN,34.18,-87.04,Winston,20401.0
78,35111,438293,AL,16781,MC CALLA,33.28,-87.12,Bibb,26118.0
79,35111,438293,AL,16781,MC CALLA,33.28,-87.12,Jefferson,26118.0
80,35111,438293,AL,16781,MC CALLA,33.28,-87.12,Tuscaloosa,26118.0
81,35112,5893,AL,306,MARGARET,33.68,-86.47,St. Clair,19258.0
82,35114,198704,AL,8053,MAYLENE,33.23,-86.93,Shelby,24675.0
83,35115,232431,AL,14532,MONTEVALLO,33.1,-86.85,Bibb,15994.0
84,35115,232431,AL,14532,MONTEVALLO,33.1,-86.85,Chilton,15994.0
85,35115,232431,AL,14532,MONTEVALLO,33.1,-86.85,Shelby,15994.0
86,35116,123862,AL,4113,MORRIS,33.74,-86.8,Jefferson,30115.0
87,35117,168588,AL,5359,MOUNT OLIVE,33.67,-86.89,Jefferson,31459.0
88,35118,61394,AL,3182,MULGA,33.54,-86.97,Jefferson,19294.0
89,35120,324451,AL,14311,ODENVILLE,33.68,-86.39,St. Clair,22671.0
90,35121,306816,AL,15135,ONEONTA,33.95,-86.47,Blount,20272.0
91,35121,306816,AL,15135,ONEONTA,33.95,-86.47,Etowah,20272.0
92,35121,306816,AL,15135,ONEONTA,33.95,-86.47,St. Clair,20272.0
93,35124,940188,AL,24374,PELHAM,33.3,-86.79,Shelby,38573.0
94,35125,199723,AL,10855,PELL CITY,33.56,-86.27,St. Clair,18399.0
95,35126,501447,AL,21507,PINSON,33.72,-86.65,Blount,23316.0
96,35126,501447,AL,21507,PINSON,33.72,-86.65,Jefferson,23316.0
97,35127,222942,AL,10284,PLEASANT GROVE,33.48,-86.97,Jefferson,21679.0
98,35128,262744,AL,10187,PELL CITY,33.56,-86.27,St. Clair,25792.0
99,35128,262744,AL,10187,PELL CITY,33.56,-86.27,Shelby,25792.0
100,35130,54045,AL,2959,QUINTON,33.64,-87.14,Jefferson,18265.0
101,35130,54045,AL,2959,QUINTON,33.64,-87.14,Walker,18265.0
102,35131,62565,AL,4388,RAGLAND,33.74,-86.13,St. Clair,14258.0
103,35133,78422,AL,3058,REMLAP,33.84,-86.62,Blount,25645.0
104,35133,78422,AL,3058,REMLAP,33.84,-86.62,Jefferson,25645.0
105,35133,78422,AL,3058,REMLAP,33.84,-86.62,St. Clair,25645.0
106,35135,45183,AL,1618,RIVERSIDE,33.61,-86.2,St. Clair,27925.0
107,35136,31357,AL,1960,ROCKFORD,32.88,-86.21,Coosa,15998.0
108,35143,67377,AL,3432,SHELBY,33.07,-86.56,Shelby,19632.0
109,35146,293899,AL,12560,SPRINGVILLE,33.77,-86.47,Blount,23400.0
110,35146,293899,AL,12560,SPRINGVILLE,33.77,-86.47,Jefferson,23400.0
111,35146,293899,AL,12560,SPRINGVILLE,33.77,-86.47,St. Clair,23400.0
112,35147,163944,AL,5861,STERRETT,33.43,-86.5,Shelby,27972.0
113,35148,45598,AL,2822,SUMITON,33.75,-87.04,Jefferson,16158.0
114,35148,45598,AL,2822,SUMITON,33.75,-87.04,Walker,16158.0
115,35149,8442,AL,561,SYCAMORE,33.26,-86.17,Talladega,15048.0
116,35150,297473,AL,17526,SYLACAUGA,33.17,-86.26,Coosa,16973.0
117,35150,297473,AL,17526,SYLACAUGA,33.17,-86.26,Talladega,16973.0
118,35151,143276,AL,7172,SYLACAUGA,33.17,-86.26,Coosa,19977.0
119,35151,143276,AL,7172,SYLACAUGA,33.17,-86.26,Talladega,19977.0
120,35160,405145,AL,26350,TALLADEGA,33.43,-86.09,Clay,15376.0
121,35160,405145,AL,26350,TALLADEGA,33.43,-86.09,Talladega,15376.0
122,35171,72157,AL,3826,THORSBY,32.91,-86.71,Chilton,18860.0
123,35172,47755,AL,3032,TRAFFORD,33.82,-86.74,Blount,15750.0
124,35172,47755,AL,3032,TRAFFORD,33.82,-86.74,Jefferson,15750.0
125,35173,1060223,AL,26597,TRUSSVILLE,33.63,-86.59,Jefferson,39863.0
126,35173,1060223,AL,26597,TRUSSVILLE,33.63,-86.59,St. Clair,39863.0
127,35175,122506,AL,5888,UNION GROVE,34.4,-86.44,Marshall,20806.0
128,35175,122506,AL,5888,UNION GROVE,34.4,-86.44,Morgan,20806.0
129,35176,14056,AL,811,VANDIVER,33.48,-86.5,Shelby,17332.0
130,35178,67281,AL,4042,VINCENT,33.38,-86.4,St. Clair,16645.0
131,35178,67281,AL,4042,VINCENT,33.38,-86.4,Shelby,16645.0
132,35179,189961,AL,9601,VINEMONT,34.26,-86.94,Cullman,19786.0
133,35179,189961,AL,9601,VINEMONT,34.26,-86.94,Morgan,19786.0
134,35179,189961,AL,9601,VINEMONT,34.26,-86.94,Winston,19786.0
135,35180,314796,AL,14380,WARRIOR,33.81,-86.8,Blount,21891.0
136,35180,314796,AL,14380,WARRIOR,33.81,-86.8,Jefferson,21891.0
137,35183,13040,AL,901,WEOGUFKA,32.93,-86.41,Coosa,14473.0
138,35184,92146,AL,5963,WEST BLOCTON,33.11,-87.12,Bibb,15453.0
139,35184,92146,AL,5963,WEST BLOCTON,33.11,-87.12,Tuscaloosa,15453.0
140,35186,147767,AL,5056,WILSONVILLE,33.23,-86.47,Shelby,29226.0
141,35188,62818,AL,3280,WOODSTOCK,33.16,-87.17,Bibb,19152.0
142,35188,62818,AL,3280,WOODSTOCK,33.16,-87.17,Tuscaloosa,19152.0
143,35203,138219,AL,3106,BIRMINGHAM,33.52,-86.79,Jefferson,44501.0
144,35204,91630,AL,9911,BIRMINGHAM,33.52,-86.79,Jefferson,9245.0
145,35205,445366,AL,21124,BIRMINGHAM,33.52,-86.79,Jefferson,21083.0
146,35206,195322,AL,16476,BIRMINGHAM,33.52,-86.79,Jefferson,11855.0
147,35207,83879,AL,9506,BIRMINGHAM,33.52,-86.79,Jefferson,8824.0
148,35208,160292,AL,14529,BIRMINGHAM,33.52,-86.79,Jefferson,11033.0
149,35209,1315379,AL,29599,BIRMINGHAM,33.52,-86.79,Jefferson,44440.0
150,35210,380337,AL,14269,BIRMINGHAM,33.52,-86.79,Jefferson,26655.0
151,35211,329763,AL,24101,BIRMINGHAM,33.52,-86.79,Jefferson,13683.0
152,35212,167703,AL,12579,BIRMINGHAM,33.52,-86.79,Jefferson,13332.0
153,35213,1561430,AL,13412,BIRMINGHAM,33.52,-86.79,Jefferson,116420.0
154,35214,312350,AL,18008,BIRMINGHAM,33.52,-86.79,Jefferson,17345.0
155,35215,669433,AL,49475,BIRMINGHAM,33.52,-86.79,Jefferson,13531.0
156,35216,1445471,AL,36047,BIRMINGHAM,33.52,-86.79,Jefferson,40100.0
157,35216,1445471,AL,36047,BIRMINGHAM,33.52,-86.79,Shelby,40100.0
158,35217,166809,AL,13152,BIRMINGHAM,33.52,-86.79,Jefferson,12683.0
159,35218,64054,AL,7065,BIRMINGHAM,33.52,-86.79,Jefferson,9066.0
160,35221,48603,AL,4715,BIRMINGHAM,33.52,-86.79,Jefferson,10308.0
161,35222,326400,AL,8698,BIRMINGHAM,33.52,-86.79,Jefferson,37526.0
162,35223,1885280,AL,10723,BIRMINGHAM,33.52,-86.79,Jefferson,175816.0
163,35224,63449,AL,5416,BIRMINGHAM,33.52,-86.79,Jefferson,11715.0
164,35226,1676160,AL,34755,BIRMINGHAM,33.52,-86.79,Jefferson,48228.0
165,35228,124333,AL,10135,BIRMINGHAM,33.52,-86.79,Jefferson,12268.0
166,35233,62669,AL,1503,BIRMINGHAM,33.52,-86.79,Jefferson,41696.0
167,35234,46247,AL,5298,BIRMINGHAM,33.52,-86.79,Jefferson,8729.0
168,35235,397481,AL,18585,BIRMINGHAM,33.52,-86.79,Jefferson,21387.0
169,35242,3310806,AL,51902,BIRMINGHAM,33.52,-86.79,Jefferson,63790.0
170,35242,3310806,AL,51902,BIRMINGHAM,33.52,-86.79,Shelby,63790.0
171,35243,1317704,AL,17585,BIRMINGHAM,33.52,-86.79,Jefferson,74933.0
172,35243,1317704,AL,17585,BIRMINGHAM,33.52,-86.79,Shelby,74933.0
173,35244,1515465,AL,33562,BIRMINGHAM,33.52,-86.79,Jefferson,45154.0
174,35244,1515465,AL,33562,BIRMINGHAM,33.52,-86.79,Shelby,45154.0
175,35401,338454,AL,37272,TUSCALOOSA,33.23,-87.54,Tuscaloosa,9081.0
176,35404,327754,AL,21218,TUSCALOOSA,33.23,-87.54,Tuscaloosa,15447.0
177,35405,867576,AL,43724,TUSCALOOSA,33.23,-87.54,Tuscaloosa,19842.0
178,35406,893646,AL,16727,TUSCALOOSA,33.23,-87.54,Tuscaloosa,53425.0
179,35441,19067,AL,1000,AKRON,32.87,-87.73,Hale,19067.0
180,35442,69257,AL,5847,ALICEVILLE,33.12,-88.15,Pickens,11845.0
181,35442,69257,AL,5847,ALICEVILLE,33.12,-88.15,Sumter,11845.0
182,35443,21101,AL,2192,BOLIGEE,32.75,-88.02,Greene,9626.0
183,35444,70501,AL,4028,BROOKWOOD,33.24,-87.32,Jefferson,17503.0
184,35444,70501,AL,4028,BROOKWOOD,33.24,-87.32,Tuscaloosa,17503.0
185,35446,40284,AL,1912,BUHL,33.25,-87.73,Tuscaloosa,21069.0
186,35447,49435,AL,3110,CARROLLTON,33.26,-88.09,Pickens,15895.0
187,35452,79634,AL,3275,COKER,33.28,-87.67,Tuscaloosa,24316.0
188,35453,226324,AL,11108,COTTONDALE,33.16,-87.36,Tuscaloosa,20375.0
189,35456,80948,AL,3437,DUNCANVILLE,33.06,-87.42,Bibb,23552.0
190,35456,80948,AL,3437,DUNCANVILLE,33.06,-87.42,Tuscaloosa,23552.0
191,35458,10243,AL,915,ELROD,33.36,-87.8,Tuscaloosa,11195.0
192,35459,11187,AL,1156,EMELLE,32.72,-88.31,Sumter,9677.0
193,35460,7234,AL,569,EPES,32.69,-88.12,Sumter,12714.0
194,35461,31499,AL,1996,ETHELSVILLE,33.41,-88.21,Pickens,15781.0
195,35462,62969,AL,4462,EUTAW,32.84,-87.89,Greene,14112.0
196,35463,35578,AL,1341,FOSTERS,33.12,-87.72,Tuscaloosa,26531.0
197,35464,4832,AL,691,GAINESVILLE,32.81,-88.15,Sumter,6993.0
198,35466,112931,AL,5221,GORDO,33.32,-87.9,Pickens,21630.0
199,35466,112931,AL,5221,GORDO,33.32,-87.9,Tuscaloosa,21630.0
200,35469,4502,AL,199,KNOXVILLE,32.97,-87.8,Greene,22623.0
201,35469,4502,AL,199,KNOXVILLE,32.97,-87.8,Tuscaloosa,22623.0
202,35470,74458,AL,4939,LIVINGSTON,32.59,-88.18,Sumter,15076.0
203,35473,403896,AL,15993,NORTHPORT,33.24,-87.59,Tuscaloosa,25255.0
204,35474,136054,AL,6717,MOUNDVILLE,32.99,-87.63,Hale,20255.0
205,35474,136054,AL,6717,MOUNDVILLE,32.99,-87.63,Tuscaloosa,20255.0
206,35475,565639,AL,15457,NORTHPORT,33.24,-87.59,Tuscaloosa,36594.0
207,35476,157052,AL,7668,NORTHPORT,33.24,-87.59,Tuscaloosa,20481.0
208,35480,37148,AL,1237,RALPH,33.05,-87.76,Greene,30031.0
209,35480,37148,AL,1237,RALPH,33.05,-87.76,Tuscaloosa,30031.0
210,35481,51831,AL,3611,REFORM,33.37,-88.01,Pickens,14354.0
211,35490,90063,AL,4188,VANCE,33.17,-87.22,Tuscaloosa,21505.0
212,35501,152568,AL,9919,JASPER,33.85,-87.27,Walker,15381.0
213,35503,159625,AL,8574,JASPER,33.85,-87.27,Walker,18617.0
214,35503,159625,AL,8574,JASPER,33.85,-87.27,Winston,18617.0
215,35504,312914,AL,12665,JASPER,33.85,-87.27,Walker,24707.0
216,35540,40362,AL,2319,ADDISON,34.19,-87.17,Cullman,17405.0
217,35540,40362,AL,2319,ADDISON,34.19,-87.17,Winston,17405.0
218,35541,77972,AL,3305,ARLEY,34.08,-87.21,Cullman,23592.0
219,35541,77972,AL,3305,ARLEY,34.08,-87.21,Winston,23592.0
220,35542,17990,AL,1218,BANKSTON,33.7,-87.68,Fayette,14770.0
221,35543,13844,AL,1374,BEAR CREEK,34.26,-87.71,Marion,10076.0
222,35544,9113,AL,643,BEAVERTON,33.93,-88.02,Lamar,14173.0
223,35546,65134,AL,3978,BERRY,33.66,-87.6,Fayette,16374.0
224,35546,65134,AL,3978,BERRY,33.66,-87.6,Tuscaloosa,16374.0
225,35546,65134,AL,3978,BERRY,33.66,-87.6,Walker,16374.0
226,35548,18308,AL,1762,BRILLIANT,34.01,-87.77,Marion,10390.0
227,35549,50178,AL,4345,CARBON HILL,33.89,-87.52,Fayette,11548.0
228,35549,50178,AL,4345,CARBON HILL,33.89,-87.52,Walker,11548.0
229,35550,82619,AL,5579,CORDOVA,33.76,-87.19,Walker,14809.0
230,35552,13467,AL,867,DETROIT,34.02,-88.16,Lamar,15533.0
231,35552,13467,AL,867,DETROIT,34.02,-88.16,Marion,15533.0
232,35553,76332,AL,4356,DOUBLE SPRINGS,34.14,-87.4,Winston,17523.0
233,35554,18650,AL,991,ELDRIDGE,33.92,-87.61,Fayette,18819.0
234,35554,18650,AL,991,ELDRIDGE,33.92,-87.61,Marion,18819.0
235,35554,18650,AL,991,ELDRIDGE,33.92,-87.61,Walker,18819.0
236,35554,18650,AL,991,ELDRIDGE,33.92,-87.61,Winston,18819.0
237,35555,160996,AL,9695,FAYETTE,33.69,-87.83,Fayette,16606.0
238,35555,160996,AL,9695,FAYETTE,33.69,-87.83,Lamar,16606.0
239,35555,160996,AL,9695,FAYETTE,33.69,-87.83,Pickens,16606.0
240,35555,160996,AL,9695,FAYETTE,33.69,-87.83,Tuscaloosa,16606.0
241,35563,69832,AL,4871,GUIN,33.96,-87.91,Fayette,14336.0
242,35563,69832,AL,4871,GUIN,33.96,-87.91,Lamar,14336.0
243,35563,69832,AL,4871,GUIN,33.96,-87.91,Marion,14336.0
244,35564,28396,AL,2078,HACKLEBURG,34.27,-87.83,Franklin,13665.0
245,35564,28396,AL,2078,HACKLEBURG,34.27,-87.83,Marion,13665.0
246,35565,195663,AL,13166,HALEYVILLE,34.23,-87.61,Franklin,14861.0
247,35565,195663,AL,13166,HALEYVILLE,34.23,-87.61,Marion,14861.0
248,35565,195663,AL,13166,HALEYVILLE,34.23,-87.61,Winston,14861.0
249,35570,164783,AL,11606,HAMILTON,34.14,-87.98,Lamar,14198.0
250,35570,164783,AL,11606,HAMILTON,34.14,-87.98,Marion,14198.0
251,35571,14477,AL,753,HODGES,34.32,-87.92,Franklin,19226.0
252,35571,14477,AL,753,HODGES,34.32,-87.92,Marion,19226.0
253,35572,17550,AL,1215,HOUSTON,34.12,-87.25,Winston,14444.0
254,35574,24688,AL,1480,KENNEDY,33.58,-87.98,Fayette,16681.0
255,35574,24688,AL,1480,KENNEDY,33.58,-87.98,Lamar,16681.0
256,35574,24688,AL,1480,KENNEDY,33.58,-87.98,Pickens,16681.0
257,35575,15280,AL,976,LYNN,34.04,-87.54,Winston,15656.0
258,35576,52450,AL,2906,MILLPORT,33.55,-88.08,Lamar,18049.0
259,35576,52450,AL,2906,MILLPORT,33.55,-88.08,Pickens,18049.0
260,35578,73569,AL,5969,NAUVOO,33.98,-87.48,Walker,12325.0
261,35578,73569,AL,5969,NAUVOO,33.98,-87.48,Winston,12325.0
262,35579,50228,AL,3244,OAKMAN,33.71,-87.38,Tuscaloosa,15483.0
263,35579,50228,AL,3244,OAKMAN,33.71,-87.38,Walker,15483.0
264,35580,64916,AL,4016,PARRISH,33.73,-87.28,Walker,16164.0
265,35581,74124,AL,4989,PHIL CAMPBELL,34.35,-87.7,Franklin,14857.0
266,35581,74124,AL,4989,PHIL CAMPBELL,34.35,-87.7,Marion,14857.0
267,35582,85224,AL,3954,RED BAY,34.43,-88.13,Colbert,21554.0
268,35582,85224,AL,3954,RED BAY,34.43,-88.13,Franklin,21554.0
269,35584,5099,AL,399,SIPSEY,33.82,-87.08,Walker,12779.0
270,35585,25521,AL,1479,SPRUCE PINE,34.37,-87.69,Franklin,17256.0
271,35586,66241,AL,4068,SULLIGENT,33.89,-88.13,Lamar,16283.0
272,35587,13753,AL,1230,TOWNLEY,33.83,-87.44,Walker,11181.0
273,35592,72047,AL,5059,VERNON,33.75,-88.11,Lamar,14241.0
274,35593,27478,AL,1847,VINA,34.37,-88.05,Franklin,14877.0
275,35593,27478,AL,1847,VINA,34.37,-88.05,Marion,14877.0
276,35594,137030,AL,7094,WINFIELD,33.92,-87.79,Fayette,19316.0
277,35594,137030,AL,7094,WINFIELD,33.92,-87.79,Marion,19316.0
278,35601,600460,AL,33275,DECATUR,34.57,-86.98,Morgan,18045.0
279,35603,902917,AL,31045,DECATUR,34.57,-86.98,Lawrence,29084.0
280,35603,902917,AL,31045,DECATUR,34.57,-86.98,Morgan,29084.0
281,35610,32956,AL,2133,ANDERSON,34.91,-87.27,Lauderdale,15451.0
282,35610,32956,AL,2133,ANDERSON,34.91,-87.27,Limestone,15451.0
283,35611,477358,AL,25464,ATHENS,34.78,-86.95,Limestone,18746.0
284,35613,696180,AL,23820,ATHENS,34.78,-86.95,Limestone,29227.0
285,35614,137876,AL,8673,ATHENS,34.78,-86.95,Lauderdale,15897.0
286,35614,137876,AL,8673,ATHENS,34.78,-86.95,Limestone,15897.0
287,35616,64135,AL,4332,CHEROKEE,34.75,-87.96,Colbert,14805.0
288,35618,28898,AL,1962,COURTLAND,34.66,-87.31,Lawrence,14729.0
289,35619,94026,AL,4374,DANVILLE,34.39,-87.12,Cullman,21497.0
290,35619,94026,AL,4374,DANVILLE,34.39,-87.12,Lawrence,21497.0
291,35619,94026,AL,4374,DANVILLE,34.39,-87.12,Morgan,21497.0
292,35620,184537,AL,8749,ELKMONT,34.92,-86.97,Limestone,21092.0
293,35621,55231,AL,3297,EVA,34.33,-86.75,Cullman,16752.0
294,35621,55231,AL,3297,EVA,34.33,-86.75,Morgan,16752.0
295,35622,119577,AL,7488,FALKVILLE,34.37,-86.9,Cullman,15969.0
296,35622,119577,AL,7488,FALKVILLE,34.37,-86.9,Morgan,15969.0
297,35630,562415,AL,33478,FLORENCE,34.82,-87.66,Lauderdale,16800.0
298,35633,448915,AL,21465,FLORENCE,34.82,-87.66,Lauderdale,20914.0
299,35634,363826,AL,9317,FLORENCE,34.82,-87.66,Lauderdale,39050.0
300,35640,593404,AL,25434,HARTSELLE,34.43,-86.93,Morgan,23331.0
301,35643,52212,AL,3086,HILLSBORO,34.63,-87.18,Lawrence,16919.0
302,35645,376883,AL,13992,KILLEN,34.86,-87.52,Lauderdale,26936.0
303,35646,83070,AL,4317,LEIGHTON,34.69,-87.53,Colbert,19243.0
304,35647,21418,AL,874,LESTER,34.98,-87.14,Limestone,24506.0
305,35648,76998,AL,3067,LEXINGTON,34.96,-87.37,Lauderdale,25105.0
306,35650,255886,AL,14442,MOULTON,34.48,-87.28,Lawrence,17718.0
307,35651,18778,AL,1512,MOUNT HOPE,34.4,-87.44,Lawrence,12419.0
308,35652,181596,AL,8338,ROGERSVILLE,34.82,-87.28,Lauderdale,21779.0
309,35652,181596,AL,8338,ROGERSVILLE,34.82,-87.28,Limestone,21779.0
310,35653,197530,AL,11908,RUSSELLVILLE,34.5,-87.72,Colbert,16588.0
311,35653,197530,AL,11908,RUSSELLVILLE,34.5,-87.72,Franklin,16588.0
312,35654,124007,AL,8174,RUSSELLVILLE,34.5,-87.72,Colbert,15171.0
313,35654,124007,AL,8174,RUSSELLVILLE,34.5,-87.72,Franklin,15171.0
314,35654,124007,AL,8174,RUSSELLVILLE,34.5,-87.72,Lawrence,15171.0
315,35660,149365,AL,9067,SHEFFIELD,34.75,-87.7,Colbert,16473.0
316,35661,464143,AL,16861,MUSCLE SHOALS,34.74,-87.64,Colbert,27528.0
317,35670,158498,AL,6720,SOMERVILLE,34.47,-86.8,Morgan,23586.0
318,35671,45328,AL,2018,TANNER,34.66,-86.95,Limestone,22462.0
319,35672,114185,AL,6104,TOWN CREEK,34.67,-87.4,Colbert,18707.0
320,35672,114185,AL,6104,TOWN CREEK,34.67,-87.4,Lawrence,18707.0
321,35673,174867,AL,7365,TRINITY,34.59,-87.08,Lawrence,23743.0
322,35673,174867,AL,7365,TRINITY,34.59,-87.08,Morgan,23743.0
323,35674,457070,AL,18041,TUSCUMBIA,34.72,-87.7,Colbert,25335.0
324,35677,31174,AL,1445,WATERLOO,34.91,-88.06,Lauderdale,21574.0
325,35739,107876,AL,5458,ARDMORE,34.98,-86.83,Limestone,19765.0
326,35739,107876,AL,5458,ARDMORE,34.98,-86.83,Madison,19765.0
327,35740,56179,AL,3413,BRIDGEPORT,34.94,-85.71,Jackson,16460.0
328,35741,168016,AL,2950,BROWNSBORO,34.7,-86.46,Madison,56955.0
329,35744,36755,AL,2466,DUTTON,34.6,-85.91,Jackson,14905.0
330,35746,13820,AL,697,FACKLER,34.83,-85.98,Jackson,19828.0
331,35747,130959,AL,5571,GRANT,34.51,-86.25,Marshall,23507.0
332,35748,259237,AL,6719,GURLEY,34.7,-86.37,Jackson,38583.0
333,35748,259237,AL,6719,GURLEY,34.7,-86.37,Madison,38583.0
334,35749,751022,AL,21063,HARVEST,34.85,-86.74,Limestone,35656.0
335,35749,751022,AL,21063,HARVEST,34.85,-86.74,Madison,35656.0
336,35750,301608,AL,12206,HAZEL GREEN,34.92,-86.56,Madison,24710.0
337,35752,36598,AL,2876,HOLLYWOOD,34.71,-85.96,Jackson,12725.0
338,35754,115622,AL,5182,LACEYS SPRING,34.48,-86.62,Marshall,22312.0
339,35754,115622,AL,5182,LACEYS SPRING,34.48,-86.62,Morgan,22312.0
